"","X","league","cumPoints","Goals","Points","Standing","Shots","ShotsOnTarget","Corners","Fouls","DP","results","B365H","B365D","B365A"
"2369",2369,"SPD",0.443298969072165,0.384615384615385,0.8,0.714285714285714,0.508333333333333,0.338983050847458,0.470588235294118,0.51063829787234,0.46969696969697,"A",2.2,3.3,3.25
"2370",2370,"SPD",0.711340206185567,0.269230769230769,0.466666666666667,0.2,0.7,0.559322033898305,0.313725490196078,0.531914893617021,0.606060606060606,"A",2.9,3.25,2.4
"2371",2371,"SPD",0.154639175257732,0.269230769230769,0.8,0.2,0.433333333333333,0.389830508474576,0.294117647058824,0.815602836879433,0.590909090909091,"H",1.36,4.33,9
"2373",2373,"SPD",0.628865979381443,0.307692307692308,0.4,0.285714285714286,0.658333333333333,0.457627118644068,0.549019607843137,0.482269503546099,0.333333333333333,"H",2.87,3.3,2.4
"2376",2376,"SPD",0.381443298969072,0.192307692307692,0.333333333333333,2,0.483333333333333,0.322033898305085,0.431372549019608,0.652482269503546,0.742424242424242,"D",2.3,3.3,3
"2378",2378,"SPD",0.54639175257732,0.307692307692308,0.6,0.416666666666667,0.616666666666667,0.372881355932203,0.607843137254902,0.645390070921986,0.393939393939394,"H",2.3,3.25,3.1
"2379",2379,"SPD",0.474226804123711,0.307692307692308,0.666666666666667,8,0.516666666666667,0.338983050847458,0.411764705882353,0.631205673758865,0.484848484848485,"H",1.4,4.33,8.5
"2382",2382,"SPD",0.0618556701030928,0.230769230769231,0.333333333333333,2.28571428571429,0.5,0.322033898305085,0.549019607843137,0.539007092198582,0.242424242424242,"H",1.72,3.4,5
"2383",2383,"SPD",0.494845360824742,0.423076923076923,0.666666666666667,0.4375,0.5,0.440677966101695,0.607843137254902,0.652482269503546,0.545454545454545,"H",2.1,3.3,3.5
"2384",2384,"SPD",0.412371134020619,0.230769230769231,0.533333333333333,3.75,0.483333333333333,0.254237288135593,0.509803921568628,0.836879432624114,0.515151515151515,"H",1.57,3.6,6.5
"2387",2387,"SPD",0.484536082474227,0.5,0.666666666666667,0.909090909090909,0.491666666666667,0.372881355932203,0.470588235294118,0.560283687943262,0.363636363636364,"A",2.2,3.3,3.25
"2389",2389,"SPD",0.484536082474227,0.0384615384615385,0.133333333333333,0.45,0.441666666666667,0.23728813559322,0.392156862745098,0.773049645390071,0.484848484848485,"D",3.4,3.4,2.1
"2390",2390,"SPD",0.77319587628866,0.384615384615385,0.866666666666667,0.0625,0.75,0.610169491525424,0.392156862745098,0.581560283687943,0.545454545454545,"A",3,3.2,2.37
"2391",2391,"SPD",0.309278350515464,0.115384615384615,0.266666666666667,3.8,0.316666666666667,0.203389830508475,0.117647058823529,0.50354609929078,0.545454545454545,"H",1.4,4.33,8.5
"2392",2392,"SPD",0.43298969072165,0.269230769230769,0.666666666666667,2.5,0.583333333333333,0.406779661016949,0.686274509803922,0.624113475177305,0.484848484848485,"H",1.44,4.33,7
"2394",2394,"SPD",0.43298969072165,0.0769230769230769,0.2,6.5,0.341666666666667,0.23728813559322,0.333333333333333,0.560283687943262,0.378787878787879,"H",1.72,3.6,4.75
