"","X","league","cumPoints","Goals","Points","Standing","Shots","ShotsOnTarget","Corners","Fouls","DP","results","B365H","B365D","B365A"
"2",2,"SPD",0.268041237113402,0.192307692307692,0.4,1.23076923076923,0.583333333333333,0.372881355932203,0.705882352941177,0.716312056737589,0.5,"H",1.83,3.3,3.75
"3",3,"SPD",0.505154639175258,0.346153846153846,0.666666666666667,0.5,0.608333333333333,0.508474576271186,0.529411764705882,0.539007092198582,0.348484848484849,"H",2.6,3.1,2.7
"7",7,"SPD",0.278350515463918,0.153846153846154,0.6,1.4,0.566666666666667,0.423728813559322,0.392156862745098,0.666666666666667,0.515151515151515,"A",2.1,3.2,3.5
"21",21,"SPD",0.474226804123711,0.269230769230769,0.666666666666667,0.214285714285714,0.391666666666667,0.305084745762712,0.450980392156863,0.624113475177305,0.5,"D",3.2,3.1,2.25
"22",22,"SPD",0.371134020618557,0.346153846153846,0.666666666666667,0.9,0.441666666666667,0.322033898305085,0.529411764705882,0.645390070921986,0.439393939393939,"D",2.2,3.2,3.25
"28",28,"SPD",0.381443298969072,0.307692307692308,0.533333333333333,3,0.458333333333333,0.406779661016949,0.450980392156863,0.659574468085106,0.242424242424242,"A",1.53,3.6,6.5
"46",46,"SPD",0.268041237113402,0.115384615384615,0.266666666666667,2.25,0.458333333333333,0.288135593220339,0.392156862745098,0.716312056737589,0.409090909090909,"H",2,3.25,3.75
"59",59,"SPD",0.556701030927835,0.384615384615385,0.733333333333333,0.285714285714286,0.666666666666667,0.627118644067797,0.470588235294118,0.730496453900709,0.560606060606061,"H",3.8,3.3,1.95
"64",64,"SPD",0.391752577319588,0.269230769230769,0.4,1.2,0.508333333333333,0.406779661016949,0.313725490196078,0.581560283687943,0.409090909090909,"H",2.2,3.2,3.25
"66",66,"SPD",0.463917525773196,0.269230769230769,0.533333333333333,0.5,0.558333333333333,0.491525423728814,0.411764705882353,0.638297872340426,0.242424242424242,"D",2.25,3.2,3.1
"71",71,"SPD",0.34020618556701,0.192307692307692,0.2,1.5,0.558333333333333,0.423728813559322,0.549019607843137,0.801418439716312,0.409090909090909,"D",2.25,3.1,3.2
"81",81,"SPD",0.505154639175258,0.384615384615385,0.533333333333333,1.75,0.541666666666667,0.491525423728814,0.588235294117647,0.609929078014184,0.212121212121212,"H",1.53,3.8,6
"84",84,"SPD",0.402061855670103,0.230769230769231,0.666666666666667,0.764705882352941,0.45,0.305084745762712,0.313725490196078,0.631205673758865,0.363636363636364,"A",1.95,3.25,3.8
"96",96,"SPD",0.381443298969072,0.115384615384615,0.2,1.07692307692308,0.508333333333333,0.322033898305085,0.764705882352941,0.602836879432624,0.484848484848485,"H",2,3.3,3.6
"98",98,"SPD",0.329896907216495,0.346153846153846,0.4,2.28571428571429,0.525,0.474576271186441,0.372549019607843,0.801418439716312,0.424242424242424,"D",2.05,3.25,3.5
"121",121,"SPD",0.309278350515464,0.0769230769230769,0.2,0.947368421052632,0.541666666666667,0.406779661016949,0.627450980392157,0.702127659574468,0.424242424242424,"H",2,3.3,3.6
"124",124,"SPD",0.536082474226804,0.384615384615385,0.666666666666667,8,0.475,0.423728813559322,0.411764705882353,0.609929078014184,0.424242424242424,"H",1.22,5.5,13
"130",130,"SPD",0.34020618556701,0.307692307692308,0.6,1.28571428571429,0.466666666666667,0.355932203389831,0.333333333333333,0.687943262411348,0.424242424242424,"H",3.2,3.25,2.2
"144",144,"SPD",0.103092783505155,0.153846153846154,0.266666666666667,2,0.433333333333333,0.23728813559322,0.411764705882353,0.695035460992908,0.409090909090909,"H",2,3,3.5
"149",149,"SPD",0.752577319587629,0.461538461538462,0.733333333333333,0.05,0.725,0.525423728813559,0.725490196078431,0.553191489361702,0.348484848484849,"A",13,7,1.16
"153",153,"SPD",0.381443298969072,0.115384615384615,0.133333333333333,1.7,0.441666666666667,0.305084745762712,0.627450980392157,0.780141843971631,0.636363636363636,"A",3.4,3.5,2
"164",164,"SPD",0.103092783505155,0.269230769230769,0.666666666666667,0.625,0.4,0.288135593220339,0.450980392156863,0.709219858156028,0.348484848484849,"D",2,3.4,3.75
"177",177,"SPD",0.0824742268041237,0.192307692307692,0.533333333333333,0.55,0.658333333333333,0.508474576271186,0.549019607843137,0.680851063829787,0.515151515151515,"H",2,3.3,3.8
"178",178,"SPD",0.0927835051546392,0.192307692307692,0.4,0.666666666666667,0.725,0.508474576271186,0.490196078431373,0.439716312056738,0.363636363636364,"H",2.5,3.25,2.8
"180",180,"SPD",0.0412371134020619,0.0384615384615385,0.2,0.894736842105263,0.4,0.271186440677966,0.490196078431373,0.49645390070922,0.424242424242424,"H",2.62,3.25,2.62
"182",182,"SPD",0.0721649484536082,0.153846153846154,0.133333333333333,1.42857142857143,0.575,0.220338983050847,0.450980392156863,0.702127659574468,0.212121212121212,"A",2.2,3.25,3.2
"184",184,"SPD",0.11340206185567,0.153846153846154,0.466666666666667,6,0.425,0.355932203389831,0.431372549019608,0.624113475177305,0.257575757575758,"H",1.22,5.75,13
"187",187,"SPD",0.0618556701030928,0.230769230769231,0.4,1.36363636363636,0.425,0.288135593220339,0.392156862745098,0.74468085106383,0.590909090909091,"A",1.73,3.5,5
"192",192,"SPD",0.103092783505155,0.307692307692308,0.6,3.5,0.433333333333333,0.338983050847458,0.333333333333333,0.666666666666667,0.606060606060606,"A",1.36,4.75,8.5
"193",193,"SPD",0.237113402061856,0.230769230769231,0.666666666666667,0.4,0.516666666666667,0.406779661016949,0.372549019607843,0.730496453900709,0.409090909090909,"H",1.72,3.4,5
"194",194,"SPD",0.0927835051546392,0.307692307692308,0.4,2.66666666666667,0.566666666666667,0.355932203389831,0.529411764705882,0.631205673758865,0.590909090909091,"D",2.05,3.4,3.6
"202",202,"SPD",0.123711340206186,0.230769230769231,0.466666666666667,0.411764705882353,0.575,0.491525423728814,0.450980392156863,0.460992907801418,0.393939393939394,"D",2.5,3.25,2.8
"208",208,"SPD",0.206185567010309,0.461538461538462,0.666666666666667,0.571428571428571,0.625,0.525423728813559,0.411764705882353,0.539007092198582,0.303030303030303,"A",2.9,3.3,2.4
"209",209,"SPD",0.123711340206186,0.153846153846154,0.333333333333333,0.909090909090909,0.35,0.271186440677966,0.117647058823529,0.659574468085106,0.378787878787879,"H",2.15,3.3,3.4
"217",217,"SPD",0.123711340206186,0.384615384615385,0.8,6,0.475,0.372881355932203,0.294117647058824,0.773049645390071,0.515151515151515,"A",1.36,4.75,8.5
"227",227,"SPD",0.257731958762887,0.846153846153846,1,0.0555555555555556,0.683333333333333,0.627118644067797,0.568627450980392,0.539007092198582,0.242424242424242,"A",9,5,1.33
"228",228,"SPD",0.0721649484536082,0.115384615384615,0.2,6,0.383333333333333,0.254237288135593,0.372549019607843,0.666666666666667,0.46969696969697,"H",1.3,5.5,9
"233",233,"SPD",0.144329896907216,0.346153846153846,0.466666666666667,0.733333333333333,0.508333333333333,0.440677966101695,0.411764705882353,0.631205673758865,0.393939393939394,"D",2.1,3.4,3.4
"234",234,"SPD",0.175257731958763,0.423076923076923,0.533333333333333,0.352941176470588,0.583333333333333,0.406779661016949,0.529411764705882,0.588652482269504,0.454545454545455,"D",3.6,3.5,2
"236",236,"SPD",0.123711340206186,0.153846153846154,0.266666666666667,0.875,0.391666666666667,0.305084745762712,0.313725490196078,0.659574468085106,0.303030303030303,"H",2.1,3.25,3.6
"241",241,"SPD",0.185567010309278,0.307692307692308,0.6,0.7,0.658333333333333,0.508474576271186,0.627450980392157,0.382978723404255,0.318181818181818,"A",2.1,3.3,3.5
"246",246,"SPD",0.257731958762887,0.461538461538462,0.533333333333333,0.15,0.608333333333333,0.593220338983051,0.529411764705882,0.659574468085106,0.393939393939394,"A",3.5,3.3,2.1
"250",250,"SPD",0.278350515463918,0.384615384615385,0.466666666666667,3,0.55,0.423728813559322,0.372549019607843,0.702127659574468,0.5,"H",1.53,4.2,6
"256",256,"SPD",0.154639175257732,0.192307692307692,0.266666666666667,0.722222222222222,0.433333333333333,0.254237288135593,0.450980392156863,0.74468085106383,0.545454545454545,"H",2.4,3.4,2.8
"267",267,"SPD",0.144329896907216,0.346153846153846,0.466666666666667,1.36363636363636,0.591666666666667,0.355932203389831,0.509803921568628,0.645390070921986,0.560606060606061,"H",1.95,3.3,4
"272",272,"SPD",0.278350515463918,0.615384615384615,0.866666666666667,0.235294117647059,0.566666666666667,0.525423728813559,0.470588235294118,0.48936170212766,0.363636363636364,"A",3.4,3.4,2.1
"280",280,"SPD",0.164948453608247,0.192307692307692,0.266666666666667,1.16666666666667,0.416666666666667,0.254237288135593,0.568627450980392,0.666666666666667,0.666666666666667,"H",2.3,3,3.4
"281",281,"SPD",0.206185567010309,0.230769230769231,0.733333333333333,0.333333333333333,0.491666666666667,0.372881355932203,0.470588235294118,0.680851063829787,0.393939393939394,"A",2.37,3.2,2.9
"286",286,"SPD",0.134020618556701,0.153846153846154,0.0666666666666667,1.5,0.575,0.355932203389831,0.509803921568628,0.631205673758865,0.560606060606061,"D",1.9,3.4,4
"296",296,"SPD",0.206185567010309,0.307692307692308,0.733333333333333,2.6,0.6,0.525423728813559,0.647058823529412,0.645390070921986,0.424242424242424,"A",1.62,3.6,6
"303",303,"SPD",0.11340206185567,0.153846153846154,0.133333333333333,5.66666666666667,0.408333333333333,0.254237288135593,0.411764705882353,0.709219858156028,0.727272727272727,"H",1.8,3.25,4
"305",305,"SPD",0.309278350515464,0.346153846153846,0.6,6,0.65,0.372881355932203,0.725490196078431,0.411347517730496,0.424242424242424,"H",1.25,5.5,12
"322",322,"SPD",0.309278350515464,0.269230769230769,0.4,4,0.525,0.288135593220339,0.647058823529412,0.368794326241135,0.439393939393939,"H",1.4,4.5,7.5
"323",323,"SPD",0.216494845360825,0.153846153846154,0.2,0.823529411764706,0.591666666666667,0.457627118644068,0.431372549019608,0.51063829787234,0.46969696969697,"H",2.5,3.25,2.8
"324",324,"SPD",0.257731958762887,0.192307692307692,0.6,3.33333333333333,0.408333333333333,0.186440677966102,0.392156862745098,0.638297872340426,0.651515151515151,"A",1.53,3.8,6.5
"334",334,"SPD",0.54639175257732,0.653846153846154,1,0.111111111111111,0.8,0.711864406779661,0.607843137254902,0.468085106382979,0.409090909090909,"A",7.5,3.75,1.5
"336",336,"SPD",0.11340206185567,0.0769230769230769,0.2,1.46153846153846,0.583333333333333,0.338983050847458,0.431372549019608,0.687943262411348,0.560606060606061,"A",2.3,3.1,2.87
"339",339,"SPD",0.22680412371134,0.230769230769231,0.266666666666667,5.33333333333333,0.55,0.491525423728814,0.333333333333333,0.546099290780142,0.636363636363636,"A",1.75,3.5,4.75
"348",348,"SPD",0.206185567010309,0.153846153846154,0.2,3.4,0.441666666666667,0.322033898305085,0.431372549019608,0.609929078014184,0.424242424242424,"H",1.5,4,7
"354",354,"SPD",0.268041237113402,0.307692307692308,0.333333333333333,2.16666666666667,0.833333333333333,0.593220338983051,0.803921568627451,0.468085106382979,0.53030303030303,"D",1.73,3.5,5
"360",360,"SPD",0.185567010309278,0.115384615384615,0.2,19,0.483333333333333,0.355932203389831,0.431372549019608,0.602836879432624,0.621212121212121,"A",1.22,5.75,13
"362",362,"SPD",0.371134020618557,0.269230769230769,0.4,2,0.6,0.440677966101695,0.450980392156863,0.609929078014184,0.46969696969697,"H",2,3.3,3.75
"365",365,"SPD",0.391752577319588,0.269230769230769,0.266666666666667,0.5,0.6,0.423728813559322,0.392156862745098,0.595744680851064,0.5,"D",2.4,3.25,2.9
"372",372,"SPD",0.54639175257732,0.538461538461538,1,0.117647058823529,0.691666666666667,0.559322033898305,0.529411764705882,0.404255319148936,0.378787878787879,"A",4.5,3.5,1.8
"373",373,"SPD",0.288659793814433,0.384615384615385,0.466666666666667,1.08333333333333,0.925,0.694915254237288,0.882352941176471,0.48936170212766,0.545454545454545,"H",2.2,3.25,3.4
"374",374,"SPD",0.618556701030928,0.461538461538462,0.666666666666667,0.142857142857143,0.775,0.525423728813559,0.470588235294118,0.475177304964539,0.651515151515151,"H",3.75,3.6,1.9
"384",384,"SPD",0.216494845360825,0.153846153846154,0.333333333333333,4.75,0.35,0.271186440677966,0.313725490196078,0.617021276595745,0.681818181818182,"H",1.8,3.4,4.75
"386",386,"SPD",0.309278350515464,0.115384615384615,0.133333333333333,2,0.45,0.305084745762712,0.431372549019608,0.730496453900709,0.46969696969697,"H",2.2,3.2,3.4
"400",400,"SPD",0.237113402061856,0.115384615384615,0.2,1.58333333333333,0.516666666666667,0.338983050847458,0.490196078431373,0.560283687943262,0.363636363636364,"H",1.8,3.4,4.75
"401",401,"SPD",0.43298969072165,0.307692307692308,0.6,0.384615384615385,0.591666666666667,0.423728813559322,0.549019607843137,0.51063829787234,0.303030303030303,"H",2.62,3.2,2.7
"405",405,"SPD",0.319587628865979,0.192307692307692,0.133333333333333,2.75,0.308333333333333,0.288135593220339,0.392156862745098,0.680851063829787,0.787878787878788,"H",1.72,3.6,4.75
"412",412,"SPD",0.319587628865979,0.269230769230769,0.466666666666667,6,0.366666666666667,0.288135593220339,0.509803921568628,0.531914893617021,0.742424242424242,"H",1.3,5.25,9.5
"418",418,"SPD",0.649484536082474,0.653846153846154,0.866666666666667,0.333333333333333,0.758333333333333,0.542372881355932,0.411764705882353,0.631205673758865,0.454545454545455,"A",4.75,3.6,1.72
"424",424,"SPD",0.11340206185567,0.192307692307692,0.266666666666667,1.63636363636364,0.458333333333333,0.389830508474576,0.392156862745098,0.659574468085106,0.363636363636364,"D",1.57,3.5,6.5
"425",425,"SPD",0.319587628865979,0.192307692307692,0.266666666666667,1.875,0.758333333333333,0.508474576271186,0.529411764705882,0.517730496453901,0.727272727272727,"H",1.85,3.5,4.2
"428",428,"SPD",0.443298969072165,0.384615384615385,0.466666666666667,0.857142857142857,0.816666666666667,0.559322033898305,0.647058823529412,0.617021276595745,0.393939393939394,"A",2.5,3.4,2.75
"430",430,"SPD",0.257731958762887,0.230769230769231,0.266666666666667,1.05263157894737,0.425,0.338983050847458,0.490196078431373,0.581560283687943,0.378787878787879,"D",2.5,3.25,2.8
"447",447,"SPD",0.494845360824742,0.192307692307692,0.4,0.555555555555556,0.491666666666667,0.372881355932203,0.470588235294118,0.560283687943262,0.575757575757576,"D",2.3,3.4,3
"457",457,"SPD",0.123711340206186,0.192307692307692,0.2,1.88888888888889,0.441666666666667,0.355932203389831,0.294117647058824,0.936170212765957,0.454545454545455,"A",1.8,3.3,4.5
"465",465,"SPD",0.536082474226804,0.153846153846154,0.466666666666667,0.3125,0.516666666666667,0.338983050847458,0.588235294117647,0.567375886524823,0.46969696969697,"A",2.5,3.25,2.8
"473",473,"SPD",0.536082474226804,0.423076923076923,0.6,0.428571428571429,0.558333333333333,0.474576271186441,0.607843137254902,0.546099290780142,0.5,"A",2.87,3.4,2.37
"488",488,"SPD",0.402061855670103,0.307692307692308,0.2,1.625,0.433333333333333,0.271186440677966,0.588235294117647,0.808510638297872,0.939393939393939,"H",2.1,3.3,3.5
"492",492,"SPD",0.381443298969072,0.269230769230769,0.2,4,0.533333333333333,0.322033898305085,0.392156862745098,0.50354609929078,0.606060606060606,"D",1.85,3.5,4.2
"497",497,"SPD",0.45360824742268,0.230769230769231,0.666666666666667,0.785714285714286,0.533333333333333,0.338983050847458,0.392156862745098,0.560283687943262,0.545454545454545,"H",1.62,3.8,5.5
"499",499,"SPD",0.34020618556701,0.230769230769231,0.2,0.95,0.558333333333333,0.338983050847458,0.647058823529412,0.567375886524823,0.424242424242424,"H",2.38,3.25,3
"503",503,"SPD",0.422680412371134,0.423076923076923,0.8,1.55555555555556,0.508333333333333,0.406779661016949,0.235294117647059,0.595744680851064,0.333333333333333,"A",2.8,3.3,2.5
"505",505,"SPD",0.381443298969072,0.115384615384615,0.133333333333333,17,0.475,0.203389830508475,0.568627450980392,0.51063829787234,0.848484848484849,"A",2,3.5,3.6
"511",511,"SPD",0.608247422680412,0.269230769230769,0.466666666666667,0.833333333333333,0.45,0.338983050847458,0.588235294117647,0.588652482269504,0.393939393939394,"H",2.25,3.5,3
"513",513,"SPD",0.494845360824742,0.423076923076923,0.8,4.5,0.55,0.491525423728814,0.352941176470588,0.624113475177305,0.5,"A",1.5,4.33,6
"520",520,"SPD",0.690721649484536,0.307692307692308,0.666666666666667,0.157894736842105,0.541666666666667,0.338983050847458,0.568627450980392,0.652482269503546,0.484848484848485,"A",4.2,3.6,1.83
"521",521,"SPD",0.804123711340206,0.346153846153846,0.2,0.117647058823529,0.45,0.372881355932203,0.313725490196078,0.609929078014184,0.484848484848485,"H",1.7,4,4.33
"539",539,"SPD",0.154639175257732,0.269230769230769,0.266666666666667,0.866666666666667,0.55,0.372881355932203,0.647058823529412,1.00709219858156,0.363636363636364,"D",2.25,3.1,3.2
"543",543,"SPD",0.185567010309278,0.538461538461538,1,0.2,0.583333333333333,0.576271186440678,0.509803921568628,0.51063829787234,0.242424242424242,"D",4.75,3.75,1.7
"546",546,"SPD",0.0618556701030928,0.192307692307692,0.333333333333333,0.722222222222222,0.358333333333333,0.23728813559322,0.470588235294118,0.567375886524823,0.484848484848485,"A",2.1,3.2,3.3
"556",556,"SPD",0.0824742268041237,0.307692307692308,0.333333333333333,13,0.675,0.474576271186441,0.823529411764706,0.517730496453901,0.348484848484849,"H",1.1,9,21
"557",557,"SPD",0.103092783505155,0.230769230769231,0.266666666666667,0.75,0.533333333333333,0.338983050847458,0.470588235294118,0.624113475177305,0.696969696969697,"H",2,3.5,3.75
"558",558,"SPD",0.103092783505155,0.269230769230769,0.6,0.666666666666667,0.5,0.271186440677966,0.588235294117647,0.567375886524823,0.409090909090909,"D",2.3,3.3,3.1
"561",561,"SPD",0.216494845360825,0.192307692307692,0.266666666666667,1.28571428571429,0.55,0.338983050847458,0.803921568627451,0.687943262411348,0.272727272727273,"H",1.57,3.5,6.5
"569",569,"SPD",0.154639175257732,0.269230769230769,0.533333333333333,0.25,0.508333333333333,0.372881355932203,0.686274509803922,0.595744680851064,0.515151515151515,"A",3.8,3.6,1.91
"570",570,"SPD",0.0721649484536082,0.230769230769231,0.2,2.83333333333333,0.508333333333333,0.355932203389831,0.490196078431373,0.595744680851064,0.333333333333333,"H",1.83,3.5,4.33
"577",577,"SPD",0.0412371134020619,0.115384615384615,0.0666666666666667,1.53846153846154,0.516666666666667,0.271186440677966,0.549019607843137,0.588652482269504,0.606060606060606,"D",2,3.4,3.75
"579",579,"SPD",0.134020618556701,0.153846153846154,0.266666666666667,0.388888888888889,0.541666666666667,0.305084745762712,0.411764705882353,0.524822695035461,0.696969696969697,"A",2.25,3.3,3.2
"591",591,"SPD",0.123711340206186,0.192307692307692,0.4,1.66666666666667,0.408333333333333,0.271186440677966,0.431372549019608,0.730496453900709,0.560606060606061,"H",1.73,3.6,4.75
"595",595,"SPD",0.164948453608247,0.307692307692308,0.733333333333333,0.421052631578947,0.541666666666667,0.355932203389831,0.333333333333333,0.531914893617021,0.393939393939394,"D",2.8,3.25,2.5
"596",596,"SPD",0.0618556701030928,0.192307692307692,0.133333333333333,6.33333333333333,0.608333333333333,0.389830508474576,0.529411764705882,0.567375886524823,0.681818181818182,"D",1.25,5.5,12
"597",597,"SPD",0.123711340206186,0.5,0.6,1.85714285714286,0.491666666666667,0.440677966101695,0.470588235294118,0.50354609929078,0.378787878787879,"H",2.75,3.3,2.5
"602",602,"SPD",0.0721649484536082,0.0769230769230769,0.333333333333333,2.11111111111111,0.333333333333333,0.186440677966102,0.509803921568628,0.539007092198582,0.439393939393939,"H",1.5,4,6.5
"610",610,"SPD",0.11340206185567,0.346153846153846,0.4,5,0.633333333333333,0.423728813559322,0.607843137254902,0.50354609929078,0.333333333333333,"D",1.33,4.75,9.5
"613",613,"SPD",0.0721649484536082,0.0384615384615385,0.0666666666666667,1.72727272727273,0.45,0.254237288135593,0.372549019607843,0.716312056737589,0.363636363636364,"A",2,3.3,3.8
"622",622,"SPD",0.257731958762887,0.269230769230769,0.666666666666667,0.333333333333333,0.491666666666667,0.423728813559322,0.509803921568628,0.425531914893617,0.454545454545455,"D",2.7,3.1,2.7
"623",623,"SPD",0.154639175257732,0.5,0.6,0.846153846153846,0.383333333333333,0.372881355932203,0.470588235294118,0.517730496453901,0.560606060606061,"A",2,3.5,3.6
"626",626,"SPD",0.0721649484536082,0.0384615384615385,0.133333333333333,1.11111111111111,0.325,0.254237288135593,0.568627450980392,0.517730496453901,0.53030303030303,"H",1.73,3.5,5
"628",628,"SPD",0.278350515463918,0.384615384615385,0.733333333333333,0.5,0.6,0.440677966101695,0.647058823529412,0.609929078014184,0.484848484848485,"A",3.5,3.3,2.1
"631",631,"SPD",0.123711340206186,0.153846153846154,0.0666666666666667,8.5,0.541666666666667,0.23728813559322,0.568627450980392,0.673758865248227,0.681818181818182,"H",1.2,6.5,13
"633",633,"SPD",0.134020618556701,0.269230769230769,0.266666666666667,0.866666666666667,0.558333333333333,0.440677966101695,0.745098039215686,0.673758865248227,0.393939393939394,"H",2.1,3.3,3.5
"636",636,"SPD",0.134020618556701,0.384615384615385,0.4,1.16666666666667,0.55,0.440677966101695,0.588235294117647,0.716312056737589,0.484848484848485,"D",3.1,3.4,2.25
"637",637,"SPD",0.206185567010309,0.115384615384615,0.466666666666667,0.529411764705882,0.391666666666667,0.220338983050847,0.411764705882353,0.553191489361702,0.424242424242424,"H",2.1,3.3,3.5
"638",638,"SPD",0.144329896907216,0.115384615384615,0.0666666666666667,1.63636363636364,0.408333333333333,0.254237288135593,0.529411764705882,0.50354609929078,0.439393939393939,"H",1.83,3.3,4.33
"639",639,"SPD",0.134020618556701,0.269230769230769,0.4,1.6,0.508333333333333,0.338983050847458,0.490196078431373,0.723404255319149,0.515151515151515,"H",1.6,3.75,5.75
"642",642,"SPD",0.164948453608247,0.0769230769230769,0.2,2.75,0.45,0.186440677966102,0.549019607843137,0.680851063829787,0.439393939393939,"H",1.44,4.33,7
"658",658,"SPD",0.278350515463918,0.461538461538462,0.8,0.7,0.491666666666667,0.440677966101695,0.509803921568628,0.546099290780142,0.333333333333333,"H",2.5,3.3,2.75
"663",663,"SPD",0.309278350515464,0.192307692307692,0.266666666666667,5,0.65,0.322033898305085,0.764705882352941,0.574468085106383,0.439393939393939,"H",1.33,5,8.5
"666",666,"SPD",0.247422680412371,0.192307692307692,0.266666666666667,0.818181818181818,0.5,0.355932203389831,0.450980392156863,0.617021276595745,0.454545454545455,"H",1.57,3.8,6
"669",669,"SPD",0.164948453608247,0.153846153846154,0.333333333333333,1.23076923076923,0.616666666666667,0.322033898305085,0.411764705882353,0.645390070921986,0.621212121212121,"D",2,3.3,3.6
"672",672,"SPD",0.0721649484536082,0.115384615384615,0,1.05263157894737,0.433333333333333,0.305084745762712,0.490196078431373,0.468085106382979,0.46969696969697,"D",1.67,3.6,5.25
"674",674,"SPD",0.185567010309278,0.153846153846154,0.4,2,0.5,0.305084745762712,0.745098039215686,0.645390070921986,0.348484848484849,"H",1.44,4.2,7.5
"683",683,"SPD",0.206185567010309,0.0769230769230769,0.266666666666667,0.6,0.358333333333333,0.23728813559322,0.509803921568628,0.531914893617021,0.484848484848485,"A",3.25,3.2,2.25
"686",686,"SPD",0.505154639175258,0.538461538461538,0.866666666666667,0.111111111111111,0.691666666666667,0.525423728813559,0.647058823529412,0.539007092198582,0.333333333333333,"A",13,6.5,1.2
"701",701,"SPD",0.268041237113402,0.269230769230769,0.333333333333333,1.66666666666667,0.358333333333333,0.271186440677966,0.411764705882353,0.574468085106383,0.454545454545455,"H",2.3,3.25,3.1
"709",709,"SPD",0.56701030927835,0.576923076923077,1,0.0833333333333333,0.8,0.644067796610169,0.627450980392157,0.439716312056738,0.545454545454545,"H",4.5,3.75,1.73
"718",718,"SPD",0.11340206185567,0.192307692307692,0.266666666666667,3.33333333333333,0.35,0.23728813559322,0.274509803921569,0.531914893617021,0.46969696969697,"H",1.53,3.75,7
"724",724,"SPD",0.298969072164948,0.269230769230769,0.4,5,0.4,0.305084745762712,0.392156862745098,0.51063829787234,0.454545454545455,"H",1.3,5.5,9
"725",725,"SPD",0.257731958762887,0.153846153846154,0.0666666666666667,0.823529411764706,0.5,0.474576271186441,0.568627450980392,0.609929078014184,0.696969696969697,"A",1.91,3.4,4
"726",726,"SPD",0.247422680412371,0.230769230769231,0.4,0.473684210526316,0.633333333333333,0.355932203389831,0.764705882352941,0.75886524822695,0.409090909090909,"H",2.37,3.2,2.9
"728",728,"SPD",0.278350515463918,0.269230769230769,0.666666666666667,12,0.475,0.355932203389831,0.470588235294118,0.716312056737589,0.651515151515151,"H",1.17,7,15
"732",732,"SPD",0.268041237113402,0.269230769230769,0.533333333333333,0.875,0.491666666666667,0.338983050847458,0.431372549019608,0.51063829787234,0.348484848484849,"A",2.1,3.3,3.5
"743",743,"SPD",0.329896907216495,0.192307692307692,0.4,0.642857142857143,0.516666666666667,0.322033898305085,0.490196078431373,0.468085106382979,0.5,"D",2.4,3.25,2.9
"761",761,"SPD",0.371134020618557,0.230769230769231,0.333333333333333,1.14285714285714,0.616666666666667,0.474576271186441,0.823529411764706,0.482269503546099,0.575757575757576,"D",2.1,3.3,3.5
"773",773,"SPD",0.43298969072165,0.230769230769231,0.466666666666667,0.5,0.3,0.254237288135593,0.313725490196078,0.524822695035461,0.333333333333333,"H",2.4,3.3,2.88
"780",780,"SPD",0.43298969072165,0.307692307692308,0.6,0.6,0.608333333333333,0.542372881355932,0.666666666666667,0.453900709219858,0.439393939393939,"H",1.85,3.5,4
"783",783,"SPD",0.247422680412371,0.346153846153846,0.266666666666667,1.2,0.608333333333333,0.406779661016949,0.705882352941177,0.617021276595745,0.333333333333333,"D",1.91,3.4,4
"784",784,"SPD",0.731958762886598,0.5,0.866666666666667,0.25,0.791666666666667,0.593220338983051,0.764705882352941,0.439716312056738,0.348484848484849,"A",7.5,4.2,1.44
"788",788,"SPD",0.371134020618557,0.230769230769231,0.666666666666667,0.785714285714286,0.316666666666667,0.220338983050847,0.549019607843137,0.517730496453901,0.242424242424242,"H",2.2,3.3,3.3
"789",789,"SPD",0.381443298969072,0.346153846153846,0.666666666666667,4,0.583333333333333,0.542372881355932,0.509803921568628,0.539007092198582,0.53030303030303,"H",1.3,5.25,10
"799",799,"SPD",0.34020618556701,0.115384615384615,0.4,1.75,0.616666666666667,0.305084745762712,0.627450980392157,0.602836879432624,0.484848484848485,"D",1.8,3.5,4.5
"802",802,"SPD",0.350515463917526,0.0769230769230769,0.266666666666667,4.33333333333333,0.633333333333333,0.525423728813559,0.627450980392157,0.652482269503546,0.363636363636364,"H",1.62,3.75,5.5
"810",810,"SPD",0.381443298969072,0.115384615384615,0.466666666666667,1.83333333333333,0.425,0.288135593220339,0.588235294117647,0.539007092198582,0.378787878787879,"H",1.8,3.5,4.5
"812",812,"SPD",0.319587628865979,0.230769230769231,0.333333333333333,2.125,0.375,0.338983050847458,0.313725490196078,0.765957446808511,0.409090909090909,"D",2,3.4,3.8
"823",823,"SPD",0.525773195876289,0.307692307692308,0.533333333333333,0.25,0.625,0.525423728813559,0.509803921568628,0.673758865248227,0.333333333333333,"D",2.2,3.3,3.2
"831",831,"SPD",0.381443298969072,0.153846153846154,0.266666666666667,1.22222222222222,0.475,0.338983050847458,0.450980392156863,0.595744680851064,0.348484848484849,"D",1.91,3.4,4
"835",835,"SPD",0.360824742268041,0.269230769230769,0.333333333333333,0.75,0.408333333333333,0.322033898305085,0.450980392156863,0.730496453900709,0.439393939393939,"D",2.4,3.3,2.88
"838",838,"SPD",0.278350515463918,0.346153846153846,0.533333333333333,20,0.5,0.322033898305085,0.568627450980392,0.673758865248227,0.303030303030303,"H",1.1,8.5,29
"850",850,"SPD",0.350515463917526,0.153846153846154,0.333333333333333,1.88888888888889,0.45,0.271186440677966,0.450980392156863,0.546099290780142,0.590909090909091,"A",2.4,3.3,2.88
