"","X","league","cumPoints","Goals","Points","Standing","Shots","ShotsOnTarget","Corners","Fouls","DP","results","B365H","B365D","B365A"
"1896",1896,"SPD",0.319587628865979,0.192307692307692,0.6,2,0.508333333333333,0.322033898305085,0.411764705882353,0.680851063829787,0.424242424242424,"H",1.72,3.3,5
"1897",1897,"SPD",0.43298969072165,0.346153846153846,0.866666666666667,1.14285714285714,0.583333333333333,0.491525423728814,0.549019607843137,0.517730496453901,0.46969696969697,"D",1.83,3.6,4.2
"1898",1898,"SPD",0.45360824742268,0.307692307692308,0.533333333333333,0.4,0.533333333333333,0.423728813559322,0.392156862745098,0.546099290780142,0.651515151515151,"A",2.3,3.3,3.1
"1901",1901,"SPD",0.412371134020619,0.153846153846154,0.4,5,0.466666666666667,0.288135593220339,0.470588235294118,0.560283687943262,0.515151515151515,"H",1.14,8,15
"1915",1915,"SPD",0.288659793814433,0.115384615384615,0.133333333333333,5.33333333333333,0.55,0.322033898305085,0.843137254901961,0.638297872340426,0.5,"H",1.36,4.75,8.5
"1918",1918,"SPD",0.288659793814433,0.0769230769230769,0.2,1.63636363636364,0.383333333333333,0.186440677966102,0.470588235294118,0.631205673758865,0.333333333333333,"H",1.9,3.25,4
"1935",1935,"SPD",0.288659793814433,0.230769230769231,0.266666666666667,0.9,0.608333333333333,0.423728813559322,0.647058823529412,0.595744680851064,0.363636363636364,"H",2.1,3.3,3.5
"1954",1954,"SPD",0.54639175257732,0.230769230769231,0.4,2.5,0.483333333333333,0.423728813559322,0.490196078431373,0.539007092198582,0.454545454545455,"H",1.2,6.5,12
"1958",1958,"SPD",0.484536082474227,0.153846153846154,0.266666666666667,0.533333333333333,0.525,0.322033898305085,0.392156862745098,0.49645390070922,0.621212121212121,"H",1.85,3.4,4.33
"1961",1961,"SPD",0.319587628865979,0.192307692307692,0.466666666666667,2.71428571428571,0.558333333333333,0.322033898305085,0.411764705882353,0.531914893617021,0.484848484848485,"H",1.91,3.5,4
"1962",1962,"SPD",0.587628865979381,0.269230769230769,0.6,2,0.583333333333333,0.423728813559322,0.411764705882353,0.666666666666667,0.333333333333333,"D",1.83,3.3,4.33
"1969",1969,"SPD",0.443298969072165,0.307692307692308,0.533333333333333,12,0.475,0.423728813559322,0.392156862745098,0.439716312056738,0.333333333333333,"H",1.29,5.5,10
"1984",1984,"SPD",0.463917525773196,0.269230769230769,0.4,0.8,0.516666666666667,0.338983050847458,0.431372549019608,0.716312056737589,0.484848484848485,"A",2,3.2,3.75
"1987",1987,"SPD",0.45360824742268,0.0384615384615385,0.0666666666666667,0.722222222222222,0.333333333333333,0.254237288135593,0.470588235294118,0.581560283687943,0.636363636363636,"H",1.44,4.5,6.5
"1990",1990,"SPD",0.56701030927835,0.307692307692308,0.466666666666667,0.636363636363636,0.533333333333333,0.322033898305085,0.392156862745098,0.560283687943262,0.424242424242424,"D",3.2,3.4,2.2
"2006",2006,"SPD",0.319587628865979,0.192307692307692,0.4,9,0.475,0.338983050847458,0.529411764705882,0.645390070921986,0.439393939393939,"D",1.33,4.5,9.5
"2007",2007,"SPD",0.56701030927835,0.307692307692308,0.6,0.25,0.55,0.355932203389831,0.215686274509804,0.765957446808511,0.681818181818182,"A",2.6,3,2.75
"2010",2010,"SPD",0.711340206185567,0.269230769230769,0.533333333333333,0.0666666666666667,0.791666666666667,0.593220338983051,0.607843137254902,0.645390070921986,0.363636363636364,"D",6.5,3.6,1.53
"2024",2024,"SPD",0.43298969072165,0.115384615384615,0.2,2.2,0.691666666666667,0.525423728813559,0.568627450980392,0.609929078014184,0.363636363636364,"H",1.8,3.4,3.75
"2045",2045,"SPD",0.391752577319588,0.307692307692308,0.666666666666667,0.736842105263158,0.483333333333333,0.338983050847458,0.352941176470588,0.652482269503546,0.515151515151515,"D",2.2,3.1,3.3
"2048",2048,"SPD",0.701030927835051,0.615384615384615,1,0.133333333333333,0.5,0.474576271186441,0.411764705882353,0.666666666666667,0.303030303030303,"H",4,3,2
"2055",2055,"SPD",0.412371134020619,0.153846153846154,0.533333333333333,0.8,0.541666666666667,0.288135593220339,0.568627450980392,0.666666666666667,0.363636363636364,"H",1.9,3.1,4.33
"2059",2059,"SPD",0.670103092783505,0.192307692307692,0.666666666666667,0.235294117647059,0.475,0.271186440677966,0.411764705882353,0.74468085106383,0.515151515151515,"H",2.8,3.25,2.4
"2064",2064,"SPD",0.247422680412371,0.192307692307692,0.0666666666666667,1.05263157894737,0.566666666666667,0.322033898305085,0.392156862745098,0.75177304964539,0.439393939393939,"H",1.83,3.25,3.75
"2065",2065,"SPD",0.556701030927835,0.307692307692308,0.533333333333333,1.33333333333333,0.683333333333333,0.559322033898305,0.392156862745098,0.588652482269504,0.272727272727273,"H",1.8,3.4,3.75
"2075",2075,"SPD",0.0824742268041237,0.346153846153846,0.533333333333333,0.333333333333333,0.583333333333333,0.389830508474576,0.588235294117647,0.48936170212766,0.212121212121212,"H",2.2,3.3,3.2
"2076",2076,"SPD",0.0515463917525773,0.115384615384615,0.333333333333333,1.33333333333333,0.433333333333333,0.23728813559322,0.392156862745098,0.482269503546099,0.151515151515152,"H",1.83,3.4,4.5
"2077",2077,"SPD",0.134020618556701,0.5,0.866666666666667,0.0526315789473684,0.575,0.508474576271186,0.549019607843137,0.652482269503546,0.242424242424242,"A",5,3.6,1.72
"2078",2078,"SPD",0.123711340206186,0.307692307692308,0.8,0.285714285714286,0.416666666666667,0.389830508474576,0.392156862745098,0.602836879432624,0.363636363636364,"A",3,3.25,2.4
"2086",2086,"SPD",0.154639175257732,0.230769230769231,0.8,0.176470588235294,0.508333333333333,0.406779661016949,0.470588235294118,0.524822695035461,0.393939393939394,"H",2.8,3.25,2.5
"2095",2095,"SPD",0.0824742268041237,0.307692307692308,0.466666666666667,1.18181818181818,0.4,0.305084745762712,0.470588235294118,0.617021276595745,0.484848484848485,"H",2.37,3.25,3
"2096",2096,"SPD",0.11340206185567,0.346153846153846,0.666666666666667,1.5,0.55,0.423728813559322,0.509803921568628,0.588652482269504,0.363636363636364,"H",1.9,3.4,4
"2099",2099,"SPD",0.11340206185567,0.346153846153846,0.466666666666667,0.5,0.625,0.406779661016949,0.607843137254902,0.482269503546099,0.5,"A",2.37,3.25,3
"2104",2104,"SPD",0.11340206185567,0.192307692307692,0.533333333333333,2.25,0.541666666666667,0.406779661016949,0.647058823529412,0.687943262411348,0.333333333333333,"H",1.18,6.5,15
"2119",2119,"SPD",0.123711340206186,0.192307692307692,0.466666666666667,1.66666666666667,0.466666666666667,0.322033898305085,0.607843137254902,0.645390070921986,0.484848484848485,"D",1.57,3.8,6
"2120",2120,"SPD",0.206185567010309,0.538461538461538,0.8,0.111111111111111,0.7,0.745762711864407,0.784313725490196,0.49645390070922,0.242424242424242,"D",7,4.33,1.44
"2122",2122,"SPD",0.257731958762887,0.461538461538462,0.8,0.0909090909090909,0.583333333333333,0.508474576271186,0.294117647058824,0.531914893617021,0.363636363636364,"H",2.8,3.25,2.5
"2152",2152,"SPD",0.154639175257732,0.423076923076923,0.4,0.833333333333333,0.533333333333333,0.355932203389831,0.549019607843137,0.872340425531915,0.621212121212121,"H",3.75,3.25,2.05
"2153",2153,"SPD",0.278350515463918,0.346153846153846,0.666666666666667,0.5,0.616666666666667,0.406779661016949,0.882352941176471,0.425531914893617,0.318181818181818,"D",3.8,3.3,2
"2155",2155,"SPD",0.247422680412371,0.461538461538462,0.666666666666667,0.263157894736842,0.533333333333333,0.508474576271186,0.490196078431373,0.560283687943262,0.53030303030303,"A",3.25,3.3,2.2
"2157",2157,"SPD",0.123711340206186,0.230769230769231,0.266666666666667,1.13333333333333,0.483333333333333,0.305084745762712,0.490196078431373,0.595744680851064,0.606060606060606,"A",2.2,3.25,3.3
"2158",2158,"SPD",0.144329896907216,0.0769230769230769,0.333333333333333,1.625,0.441666666666667,0.254237288135593,0.333333333333333,0.673758865248227,0.515151515151515,"D",1.66,3.5,5.5
"2160",2160,"SPD",0.144329896907216,0.192307692307692,0.333333333333333,2,0.466666666666667,0.288135593220339,0.509803921568628,0.702127659574468,0.53030303030303,"A",1.61,3.6,6
"2167",2167,"SPD",0.185567010309278,0.346153846153846,0.866666666666667,2.25,0.716666666666667,0.474576271186441,0.686274509803922,0.609929078014184,0.303030303030303,"H",1.72,3.6,4.75
"2169",2169,"SPD",0.154639175257732,0.115384615384615,0.466666666666667,0.85,0.408333333333333,0.288135593220339,0.431372549019608,0.787234042553192,0.681818181818182,"A",2.4,3.3,2.87
"2171",2171,"SPD",0.154639175257732,0.0769230769230769,0.2,1.14285714285714,0.425,0.288135593220339,0.411764705882353,0.702127659574468,0.606060606060606,"H",1.44,4.2,7.5
"2185",2185,"SPD",0.195876288659794,0.269230769230769,0.266666666666667,0.625,0.55,0.406779661016949,0.745098039215686,0.822695035460993,0.575757575757576,"D",2.9,3.3,2.4
"2187",2187,"SPD",0.268041237113402,0.269230769230769,0.6,0.666666666666667,0.4,0.355932203389831,0.568627450980392,0.588652482269504,0.560606060606061,"H",1.61,3.6,5.75
"2189",2189,"SPD",0.185567010309278,0.192307692307692,0.333333333333333,1.15384615384615,0.491666666666667,0.220338983050847,0.627450980392157,0.765957446808511,0.666666666666667,"D",1.95,3.3,4
"2196",2196,"SPD",0.195876288659794,0.192307692307692,0.666666666666667,3,0.375,0.288135593220339,0.470588235294118,0.73758865248227,0.53030303030303,"D",1.53,3.8,6.5
"2199",2199,"SPD",0.185567010309278,0.192307692307692,0.333333333333333,2,0.458333333333333,0.322033898305085,0.686274509803922,0.631205673758865,0.46969696969697,"A",1.95,3.4,3.9
"2201",2201,"SPD",0.206185567010309,0.230769230769231,0.533333333333333,0.75,0.5,0.372881355932203,0.431372549019608,0.680851063829787,0.363636363636364,"H",2.4,3.3,2.87
"2210",2210,"SPD",0.371134020618557,0.384615384615385,0.733333333333333,0.2,0.558333333333333,0.440677966101695,0.431372549019608,0.687943262411348,0.272727272727273,"H",3.2,3.25,2.25
"2212",2212,"SPD",0.216494845360825,0.192307692307692,0.4,0.555555555555556,0.516666666666667,0.338983050847458,0.745098039215686,0.531914893617021,0.606060606060606,"H",2.35,3.25,3
"2219",2219,"SPD",0.268041237113402,0.384615384615385,0.666666666666667,0.8,0.591666666666667,0.457627118644068,0.529411764705882,0.638297872340426,0.560606060606061,"H",2.62,3.3,2.6
"2222",2222,"SPD",0.484536082474227,0.307692307692308,1,0.333333333333333,0.591666666666667,0.423728813559322,0.176470588235294,0.716312056737589,0.212121212121212,"A",2.75,3.3,2.5
"2229",2229,"SPD",0.22680412371134,0.230769230769231,0.466666666666667,0.928571428571429,0.533333333333333,0.305084745762712,0.607843137254902,0.659574468085106,0.363636363636364,"H",1.72,3.5,5
"2258",2258,"SPD",0.298969072164948,0.307692307692308,0.533333333333333,0.555555555555556,0.566666666666667,0.542372881355932,0.509803921568628,0.687943262411348,0.333333333333333,"H",2.37,3.25,3
"2265",2265,"SPD",0.494845360824742,0.307692307692308,0.733333333333333,0.2,0.566666666666667,0.423728813559322,0.470588235294118,0.475177304964539,0.242424242424242,"A",3.75,3.3,2
"2266",2266,"SPD",0.237113402061856,0.153846153846154,0.0666666666666667,2.71428571428571,0.408333333333333,0.271186440677966,0.568627450980392,0.574468085106383,0.287878787878788,"H",1.9,3.4,4
"2271",2271,"SPD",0.288659793814433,0.230769230769231,0.466666666666667,0.923076923076923,0.475,0.355932203389831,0.686274509803922,0.680851063829787,0.393939393939394,"D",2.25,3.25,3.2
"2274",2274,"SPD",0.298969072164948,0.269230769230769,0.466666666666667,1.66666666666667,0.425,0.338983050847458,0.313725490196078,0.695035460992908,0.393939393939394,"H",1.7,3.5,5.25
"2276",2276,"SPD",0.443298969072165,0.269230769230769,0.533333333333333,0.3,0.5,0.305084745762712,0.568627450980392,0.567375886524823,0.242424242424242,"A",2.5,3.25,2.8
"2278",2278,"SPD",0.402061855670103,0.230769230769231,0.2,0.277777777777778,0.508333333333333,0.423728813559322,0.588235294117647,0.666666666666667,0.53030303030303,"H",2.4,3.3,2.87
"2279",2279,"SPD",0.288659793814433,0.230769230769231,0.466666666666667,1.16666666666667,0.566666666666667,0.288135593220339,0.411764705882353,0.73758865248227,0.393939393939394,"D",2,3.3,3.75
"2280",2280,"SPD",0.288659793814433,0.153846153846154,0.266666666666667,0.842105263157895,0.55,0.508474576271186,0.666666666666667,0.546099290780142,0.196969696969697,"A",2.37,3.25,3
"2284",2284,"SPD",0.371134020618557,0.192307692307692,0.866666666666667,0.75,0.341666666666667,0.169491525423729,0.431372549019608,0.801418439716312,0.484848484848485,"H",2.1,3.25,3.5
"2285",2285,"SPD",0.556701030927835,0.384615384615385,0.733333333333333,0.5,0.591666666666667,0.440677966101695,0.509803921568628,0.51063829787234,0.181818181818182,"H",3.75,3.4,2
"2290",2290,"SPD",0.237113402061856,0.115384615384615,0.0666666666666667,1.35714285714286,0.4,0.23728813559322,0.588235294117647,0.680851063829787,0.439393939393939,"H",1.83,3.4,4.5
"2291",2291,"SPD",0.309278350515464,0.153846153846154,0.466666666666667,1.2,0.516666666666667,0.372881355932203,0.647058823529412,0.687943262411348,0.378787878787879,"D",2.05,3.4,3.5
"2293",2293,"SPD",0.391752577319588,0.153846153846154,0.4,0.636363636363636,0.566666666666667,0.322033898305085,0.745098039215686,0.560283687943262,0.212121212121212,"A",2.3,3.25,3.1
"2295",2295,"SPD",0.298969072164948,0.230769230769231,0.4,5,0.516666666666667,0.457627118644068,0.490196078431373,0.765957446808511,0.666666666666667,"D",1.7,3.6,5
"2299",2299,"SPD",0.484536082474227,0.153846153846154,0.6,1.5,0.508333333333333,0.203389830508475,0.470588235294118,0.51063829787234,0.303030303030303,"A",1.5,4.2,6
"2305",2305,"SPD",0.144329896907216,0.346153846153846,0.733333333333333,0.0666666666666667,0.516666666666667,0.423728813559322,0.431372549019608,0.815602836879433,0.606060606060606,"H",1.8,3.25,4
"2307",2307,"SPD",0.34020618556701,0.269230769230769,0.666666666666667,0.833333333333333,0.491666666666667,0.372881355932203,0.450980392156863,0.75177304964539,0.545454545454545,"A",2.25,3.25,3.2
"2311",2311,"SPD",0.556701030927835,0.423076923076923,0.466666666666667,0.25,0.6,0.457627118644068,0.549019607843137,0.567375886524823,0.454545454545455,"D",4.75,3.5,1.75
"2314",2314,"SPD",0.45360824742268,0.192307692307692,0.666666666666667,0.555555555555556,0.691666666666667,0.423728813559322,0.745098039215686,0.553191489361702,0.151515151515152,"H",2.2,3.2,3.4
"2315",2315,"SPD",0.34020618556701,0.269230769230769,0.666666666666667,0.764705882352941,0.575,0.423728813559322,0.666666666666667,0.75177304964539,0.515151515151515,"D",2.1,3.3,3.5
"2317",2317,"SPD",0.329896907216495,0.153846153846154,0.2,5,0.391666666666667,0.203389830508475,0.254901960784314,0.659574468085106,0.53030303030303,"H",1.72,3.6,4.75
"2320",2320,"SPD",0.402061855670103,0.346153846153846,0.733333333333333,0.8,0.491666666666667,0.406779661016949,0.392156862745098,0.602836879432624,0.5,"H",2.2,3.3,3.25
"2325",2325,"SPD",0.371134020618557,0.153846153846154,0.2,11,0.55,0.440677966101695,0.568627450980392,0.595744680851064,0.545454545454545,"A",1.5,3.8,7.25
"2328",2328,"SPD",0.391752577319588,0.192307692307692,0.333333333333333,0.5,0.466666666666667,0.220338983050847,0.666666666666667,0.829787234042553,0.606060606060606,"D",1.8,3.6,4.33
"2333",2333,"SPD",0.350515463917526,0.192307692307692,0.533333333333333,1.5,0.575,0.372881355932203,0.588235294117647,0.659574468085106,0.409090909090909,"A",2.2,3.2,3.4
"2337",2337,"SPD",0.381443298969072,0.5,0.533333333333333,1.09090909090909,0.616666666666667,0.559322033898305,0.686274509803922,0.581560283687943,0.363636363636364,"A",1.9,3.4,4
"2343",2343,"SPD",0.43298969072165,0.269230769230769,0.4,2,0.516666666666667,0.305084745762712,0.725490196078431,0.74468085106383,0.454545454545455,"H",1.61,3.75,5.5
"2351",2351,"SPD",0.608247422680412,0.346153846153846,0.333333333333333,0.125,0.558333333333333,0.457627118644068,0.607843137254902,0.51063829787234,0.409090909090909,"D",4.5,3.75,1.72
"2365",2365,"SPD",0.381443298969072,0.307692307692308,0.533333333333333,0.944444444444444,0.466666666666667,0.338983050847458,0.549019607843137,0.886524822695036,0.575757575757576,"H",1.75,3.5,4.75
"2366",2366,"SPD",0.402061855670103,0.192307692307692,0.2,1.66666666666667,0.433333333333333,0.254237288135593,0.392156862745098,0.546099290780142,0.303030303030303,"H",2.37,3.3,2.9
"2372",2372,"SPD",0.402061855670103,0.269230769230769,0.533333333333333,5.33333333333333,0.516666666666667,0.322033898305085,0.588235294117647,0.702127659574468,0.393939393939394,"H",1.66,3.5,5.5
"2374",2374,"SPD",0.525773195876289,0.307692307692308,0.4,0.315789473684211,0.666666666666667,0.423728813559322,0.686274509803922,0.702127659574468,0.545454545454545,"D",4.5,3.7,1.75
"2381",2381,"SPD",0.412371134020619,0.115384615384615,0.4,0.933333333333333,0.608333333333333,0.457627118644068,0.392156862745098,0.624113475177305,0.53030303030303,"H",1.83,3.6,4.2
"2385",2385,"SPD",0.505154639175258,0.461538461538462,1,0.388888888888889,0.675,0.423728813559322,0.431372549019608,0.560283687943262,0.363636363636364,"H",2.05,3.3,3.6
"2386",2386,"SPD",0.45360824742268,0.346153846153846,0.6,1.5,0.491666666666667,0.440677966101695,0.549019607843137,0.631205673758865,0.393939393939394,"D",2.2,3.3,3.25
"2388",2388,"SPD",0.43298969072165,0.192307692307692,0.2,4.66666666666667,0.391666666666667,0.254237288135593,0.411764705882353,0.48936170212766,0.303030303030303,"H",1.66,3.75,5
"2399",2399,"SPD",0.474226804123711,0.269230769230769,0.4,0.578947368421053,0.591666666666667,0.372881355932203,0.372549019607843,0.588652482269504,0.363636363636364,"A",3,3.2,2.37
"2400",2400,"SPD",0.65979381443299,0.307692307692308,0.4,3,0.625,0.406779661016949,0.588235294117647,0.546099290780142,0.515151515151515,"H",2.25,3.2,3.25
"2404",2404,"SPD",0.0721649484536082,0.115384615384615,0.266666666666667,4,0.4,0.203389830508475,0.431372549019608,0.517730496453901,0.454545454545455,"H",2,3.3,3.6
"2405",2405,"SPD",0.597938144329897,0.461538461538462,0.533333333333333,0.4,0.666666666666667,0.474576271186441,0.666666666666667,0.638297872340426,0.484848484848485,"A",3.4,3.25,2.15
"2411",2411,"SPD",0.463917525773196,0.230769230769231,0.4,0.7,0.408333333333333,0.305084745762712,0.509803921568628,0.609929078014184,0.439393939393939,"A",5,3.5,1.72
"2425",2425,"SPD",0.515463917525773,0.307692307692308,0.466666666666667,1.8,0.558333333333333,0.355932203389831,0.333333333333333,0.51063829787234,0.272727272727273,"H",1.44,4.33,7
"2436",2436,"SPD",0.103092783505155,0.269230769230769,0.666666666666667,0.352941176470588,0.558333333333333,0.372881355932203,0.431372549019608,0.794326241134752,0.439393939393939,"D",2.4,3.2,2.87
"2438",2438,"SPD",0.0206185567010309,0.115384615384615,0.133333333333333,1.125,0.341666666666667,0.169491525423729,0.450980392156863,0.482269503546099,0.5,"A",2.37,3.2,2.9
"2443",2443,"SPD",0.0412371134020619,0.0769230769230769,0.266666666666667,1.36363636363636,0.475,0.254237288135593,0.470588235294118,0.773049645390071,0.545454545454545,"D",1.57,3.6,6
"2445",2445,"SPD",0.0721649484536082,0.230769230769231,0.466666666666667,1.22222222222222,0.416666666666667,0.254237288135593,0.294117647058824,0.829787234042553,0.727272727272727,"D",1.61,3.6,5.5
"2446",2446,"SPD",0.0412371134020619,0.230769230769231,0.266666666666667,1.75,0.35,0.23728813559322,0.372549019607843,0.468085106382979,0.393939393939394,"H",1.83,3.3,4.33
"2452",2452,"SPD",0.0412371134020619,0.192307692307692,0.0666666666666667,4.75,0.4,0.23728813559322,0.607843137254902,0.709219858156028,0.287878787878788,"H",1.33,4.5,9.5
"2461",2461,"SPD",0.144329896907216,0.230769230769231,0.666666666666667,0.571428571428571,0.541666666666667,0.355932203389831,0.450980392156863,0.695035460992908,0.484848484848485,"H",2.37,3.2,2.9
"2463",2463,"SPD",0.0515463917525773,0.192307692307692,0.266666666666667,1.21428571428571,0.458333333333333,0.220338983050847,0.490196078431373,0.475177304964539,0.53030303030303,"D",2,3.2,3.75
"2468",2468,"SPD",0.134020618556701,0.192307692307692,0.466666666666667,0.666666666666667,0.641666666666667,0.474576271186441,0.372549019607843,0.567375886524823,0.621212121212121,"D",2.6,3.1,2.7
"2471",2471,"SPD",0.103092783505155,0.230769230769231,0.466666666666667,3.66666666666667,0.508333333333333,0.406779661016949,0.313725490196078,0.609929078014184,0.53030303030303,"A",1.36,4.33,9
"2477",2477,"SPD",0.154639175257732,0.269230769230769,0.733333333333333,0.875,0.366666666666667,0.338983050847458,0.392156862745098,0.624113475177305,0.393939393939394,"H",2.1,3.1,3.6
"2481",2481,"SPD",0.134020618556701,0.230769230769231,0.4,1.2,0.533333333333333,0.542372881355932,0.568627450980392,0.539007092198582,0.287878787878788,"A",1.75,3.5,4.5
"2485",2485,"SPD",0.216494845360825,0.307692307692308,0.8,0.0714285714285714,0.541666666666667,0.677966101694915,0.392156862745098,0.361702127659574,0.454545454545455,"D",3.75,3.2,2
"2488",2488,"SPD",0.11340206185567,0.153846153846154,0.6,4.66666666666667,0.4,0.23728813559322,0.450980392156863,0.702127659574468,0.590909090909091,"H",1.25,5,13
"2489",2489,"SPD",0.185567010309278,0.192307692307692,0.333333333333333,5,0.366666666666667,0.254237288135593,0.568627450980392,0.652482269503546,0.439393939393939,"H",2.25,3.1,3.2
"2494",2494,"SPD",0.0824742268041237,0.0769230769230769,0.0666666666666667,1.88888888888889,0.5,0.389830508474576,0.568627450980392,0.659574468085106,0.818181818181818,"H",2.1,3.2,3.5
"2498",2498,"SPD",0.0515463917525773,0.192307692307692,0.0666666666666667,3.8,0.408333333333333,0.305084745762712,0.509803921568628,0.659574468085106,0.545454545454545,"H",1.44,4,7.5
"2506",2506,"SPD",0.164948453608247,0.0769230769230769,0.333333333333333,0.611111111111111,0.608333333333333,0.423728813559322,0.392156862745098,0.695035460992908,0.53030303030303,"H",2.4,3.2,2.87
"2514",2514,"SPD",0.144329896907216,0.230769230769231,0.533333333333333,1.18181818181818,0.458333333333333,0.423728813559322,0.411764705882353,0.765957446808511,0.484848484848485,"D",1.9,3.1,4.33
"2518",2518,"SPD",0.0515463917525773,0.153846153846154,0.0666666666666667,2.11111111111111,0.466666666666667,0.288135593220339,0.705882352941177,0.787234042553192,0.5,"H",1.44,4,7.5
"2520",2520,"SPD",0.11340206185567,0.230769230769231,0.266666666666667,4,0.425,0.372881355932203,0.450980392156863,0.687943262411348,0.757575757575758,"A",1.53,3.8,6
"2522",2522,"SPD",0.298969072164948,0.423076923076923,0.8,0.666666666666667,0.558333333333333,0.457627118644068,0.549019607843137,0.836879432624114,0.621212121212121,"H",2.4,3.2,2.87
"2525",2525,"SPD",0.216494845360825,0.269230769230769,0.6,0.888888888888889,0.425,0.355932203389831,0.274509803921569,0.581560283687943,0.439393939393939,"D",2.37,3.1,3
"2526",2526,"SPD",0.0927835051546392,0.192307692307692,0.333333333333333,2.42857142857143,0.441666666666667,0.220338983050847,0.529411764705882,0.553191489361702,0.333333333333333,"D",2,3,4
"2531",2531,"SPD",0.175257731958763,0.0769230769230769,0.2,1.1,0.608333333333333,0.389830508474576,0.411764705882353,0.723404255319149,0.606060606060606,"H",1.66,3.4,5.5
"2534",2534,"SPD",0.216494845360825,0.192307692307692,0.266666666666667,2,0.525,0.288135593220339,0.568627450980392,0.588652482269504,0.318181818181818,"A",2.3,3.1,3.1
"2535",2535,"SPD",0.22680412371134,0.0769230769230769,0.4,1.2,0.483333333333333,0.203389830508475,0.666666666666667,0.680851063829787,0.409090909090909,"H",1.75,3.3,4.75
"2540",2540,"SPD",0.175257731958763,0.384615384615385,0.6,1.75,0.441666666666667,0.372881355932203,0.235294117647059,0.687943262411348,0.545454545454545,"A",1.9,3.25,4
"2547",2547,"SPD",0.154639175257732,0.115384615384615,0.2,1.45454545454545,0.541666666666667,0.338983050847458,0.764705882352941,0.886524822695036,0.348484848484849,"H",1.72,3.6,4.5
"2554",2554,"SPD",0.237113402061856,0.576923076923077,1,0.368421052631579,0.591666666666667,0.474576271186441,0.274509803921569,0.595744680851064,0.393939393939394,"H",2.4,3.2,2.87
"2555",2555,"SPD",0.381443298969072,0.5,0.8,0.2,0.508333333333333,0.457627118644068,0.490196078431373,0.723404255319149,0.439393939393939,"H",2.6,3.2,2.62
"2563",2563,"SPD",0.123711340206186,0.153846153846154,0.466666666666667,0.631578947368421,0.333333333333333,0.23728813559322,0.392156862745098,0.638297872340426,0.363636363636364,"D",2.2,3.25,2.8
"2565",2565,"SPD",0.185567010309278,0.230769230769231,0.333333333333333,3.5,0.558333333333333,0.355932203389831,0.686274509803922,0.815602836879433,0.409090909090909,"H",1.36,4.2,9.5
"2569",2569,"SPD",0.164948453608247,0.153846153846154,0.533333333333333,2,0.541666666666667,0.389830508474576,0.450980392156863,0.680851063829787,0.424242424242424,"H",2.05,3.2,3.6
"2572",2572,"SPD",0.134020618556701,0.192307692307692,0.533333333333333,1.46153846153846,0.383333333333333,0.254237288135593,0.450980392156863,0.624113475177305,0.272727272727273,"H",2.1,3.2,3.5
"2578",2578,"SPD",0.247422680412371,0.192307692307692,0.6,0.666666666666667,0.508333333333333,0.23728813559322,0.568627450980392,0.801418439716312,0.303030303030303,"D",2.05,3.2,3.6
"2581",2581,"SPD",0.185567010309278,0.346153846153846,0.666666666666667,0.941176470588235,0.45,0.355932203389831,0.392156862745098,0.794326241134752,0.333333333333333,"D",2.3,3.25,3
"2583",2583,"SPD",0.34020618556701,0.461538461538462,1,0.210526315789474,0.491666666666667,0.355932203389831,0.392156862745098,0.638297872340426,0.454545454545455,"A",3.6,3.1,2.1
"2591",2591,"SPD",0.268041237113402,0.461538461538462,0.6,1.25,0.6,0.525423728813559,0.372549019607843,0.595744680851064,0.696969696969697,"H",1.83,3.25,4.5
"2597",2597,"SPD",0.22680412371134,0.115384615384615,0.333333333333333,2.16666666666667,0.55,0.271186440677966,0.450980392156863,0.716312056737589,0.53030303030303,"D",1.9,3.25,4
"2613",2613,"SPD",0.268041237113402,0.153846153846154,0.266666666666667,0.705882352941177,0.483333333333333,0.271186440677966,0.745098039215686,0.787234042553192,0.484848484848485,"A",2.25,3.1,3.2
"2628",2628,"SPD",0.402061855670103,0.269230769230769,0.666666666666667,2,0.666666666666667,0.372881355932203,0.490196078431373,0.709219858156028,0.545454545454545,"H",1.9,3.2,4
"2630",2630,"SPD",0.474226804123711,0.346153846153846,0.733333333333333,0.2,0.541666666666667,0.491525423728814,0.392156862745098,0.609929078014184,0.272727272727273,"H",2.75,3.2,2.5
"2632",2632,"SPD",0.309278350515464,0.153846153846154,0.6,0.473684210526316,0.433333333333333,0.186440677966102,0.411764705882353,0.652482269503546,0.46969696969697,"A",2.5,3,2.62
"2634",2634,"SPD",0.371134020618557,0.192307692307692,0.466666666666667,0.5,0.383333333333333,0.254237288135593,0.411764705882353,0.517730496453901,0.272727272727273,"D",2.1,3.2,3.1
"2635",2635,"SPD",0.329896907216495,0.269230769230769,0.533333333333333,0.555555555555556,0.425,0.338983050847458,0.313725490196078,0.815602836879433,0.393939393939394,"D",2.3,2.87,3
"2636",2636,"SPD",0.474226804123711,0.269230769230769,0.6,0.25,0.433333333333333,0.271186440677966,0.549019607843137,0.539007092198582,0.606060606060606,"D",2.75,3.2,2.3
"2638",2638,"SPD",0.391752577319588,0.192307692307692,0.533333333333333,0.4,0.725,0.593220338983051,0.647058823529412,0.617021276595745,0.363636363636364,"D",2.75,3.2,2.3
"2640",1,"EPL",0.157303370786517,0.25,0.533333333333333,9,0.432203389830508,0.36986301369863,0.516666666666667,0.642201834862385,0.244897959183673,"H",0,0,0
