"","league","cumPoints","Goals","Points","Standing","Shots","ShotsOnTarget","Corners","Fouls","DP","results","B365H","B365D","B365A"
"1","SPD",0.103092783505155,0.384615384615385,0.4,0.8125,0.4,0.355932203389831,0.372549019607843,0.808510638297872,0.363636363636364,"D",2,3.25,3.25
"2","SPD",0.268041237113402,0.192307692307692,0.4,1.23076923076923,0.583333333333333,0.372881355932203,0.705882352941177,0.716312056737589,0.5,"H",1.83,3.3,3.75
"3","SPD",0.505154639175258,0.346153846153846,0.666666666666667,0.5,0.608333333333333,0.508474576271186,0.529411764705882,0.539007092198582,0.348484848484849,"H",2.6,3.1,2.7
"4","SPD",0.268041237113402,0.192307692307692,0.333333333333333,5,0.416666666666667,0.372881355932203,0.431372549019608,0.475177304964539,0.46969696969697,"H",1.44,4,7.5
"5","SPD",0.144329896907216,0.346153846153846,0.333333333333333,1.05555555555556,0.441666666666667,0.372881355932203,0.509803921568628,0.709219858156028,0.363636363636364,"A",1.66,3.4,5.5
"6","SPD",0.329896907216495,0.153846153846154,0.4,1.33333333333333,0.625,0.338983050847458,0.607843137254902,0.588652482269504,0.409090909090909,"D",2.1,3.2,3.5
"7","SPD",0.278350515463918,0.153846153846154,0.6,1.4,0.566666666666667,0.423728813559322,0.392156862745098,0.666666666666667,0.515151515151515,"A",2.1,3.2,3.5
"8","SPD",0.278350515463918,0.192307692307692,0.533333333333333,0.882352941176471,0.383333333333333,0.271186440677966,0.490196078431373,0.702127659574468,0.636363636363636,"H",2.1,3.2,3.5
"9","SPD",0.371134020618557,0.192307692307692,0.466666666666667,2.66666666666667,0.5,0.355932203389831,0.666666666666667,0.453900709219858,0.454545454545455,"D",1.66,3.4,5.5
"10","SPD",0.412371134020619,0.192307692307692,0.333333333333333,0.714285714285714,0.708333333333333,0.457627118644068,0.568627450980392,0.638297872340426,0.545454545454545,"H",2.62,3.2,2.6
"11","SPD",0.309278350515464,0.115384615384615,0.266666666666667,1.18181818181818,0.558333333333333,0.23728813559322,0.568627450980392,0.680851063829787,0.409090909090909,"H",2.2,3.2,3.25
"12","SPD",0.0618556701030928,0.153846153846154,0.0666666666666667,1.17647058823529,0.608333333333333,0.220338983050847,0.333333333333333,0.553191489361702,0.363636363636364,"D",2.1,3.25,3.4
"13","SPD",0.144329896907216,0.0384615384615385,0.0666666666666667,3.33333333333333,0.5,0.322033898305085,0.431372549019608,0.702127659574468,0.393939393939394,"H",1.53,3.6,6.5
"14","SPD",0.45360824742268,0.153846153846154,0.4,3,0.6,0.423728813559322,0.588235294117647,0.787234042553192,0.818181818181818,"D",1.72,3.5,4.75
"15","SPD",0.34020618556701,0.153846153846154,0.266666666666667,0.8,0.658333333333333,0.406779661016949,0.607843137254902,0.517730496453901,0.348484848484849,"A",2.4,3.2,2.87
"16","SPD",0.34020618556701,0.153846153846154,0.666666666666667,1.83333333333333,0.433333333333333,0.152542372881356,0.372549019607843,0.680851063829787,0.393939393939394,"H",1.9,3.25,4
"17","SPD",0.43298969072165,0.269230769230769,0.666666666666667,0.384615384615385,0.625,0.440677966101695,0.549019607843137,0.631205673758865,0.393939393939394,"D",2.4,3.2,2.87
"18","SPD",0.257731958762887,0.115384615384615,0.2,1.05882352941176,0.458333333333333,0.220338983050847,0.411764705882353,0.631205673758865,0.363636363636364,"D",2.15,3.2,3.3
"19","SPD",0.412371134020619,0.192307692307692,0.666666666666667,0.875,0.341666666666667,0.186440677966102,0.333333333333333,0.624113475177305,0.272727272727273,"D",2,3.2,3.75
"20","SPD",0.515463917525773,0.192307692307692,0.6,0.0526315789473684,0.533333333333333,0.355932203389831,0.647058823529412,0.588652482269504,0.53030303030303,"H",6,3.8,1.53
"21","SPD",0.474226804123711,0.269230769230769,0.666666666666667,0.214285714285714,0.391666666666667,0.305084745762712,0.450980392156863,0.624113475177305,0.5,"D",3.2,3.1,2.25
"22","SPD",0.371134020618557,0.346153846153846,0.666666666666667,0.9,0.441666666666667,0.322033898305085,0.529411764705882,0.645390070921986,0.439393939393939,"D",2.2,3.2,3.25
"23","SPD",0.216494845360825,0.307692307692308,0.8,0.2,0.416666666666667,0.389830508474576,0.333333333333333,0.780141843971631,0.515151515151515,"A",2.1,3.25,3
"24","SPD",0.298969072164948,0.269230769230769,0.4,0.75,0.641666666666667,0.440677966101695,0.372549019607843,0.730496453900709,0.545454545454545,"H",2.3,3.2,3
"25","SPD",0.319587628865979,0.153846153846154,0.266666666666667,0.823529411764706,0.525,0.23728813559322,0.588235294117647,0.75886524822695,0.393939393939394,"A",2.25,3.2,3.1
"26","SPD",0.319587628865979,0.0769230769230769,0.466666666666667,0.866666666666667,0.666666666666667,0.440677966101695,0.450980392156863,0.680851063829787,0.5,"H",2.3,3.1,3.1
"27","SPD",0.515463917525773,0.384615384615385,0.466666666666667,0.166666666666667,0.6,0.542372881355932,0.411764705882353,0.581560283687943,0.636363636363636,"A",5.5,3.6,1.61
"28","SPD",0.381443298969072,0.307692307692308,0.533333333333333,3,0.458333333333333,0.406779661016949,0.450980392156863,0.659574468085106,0.242424242424242,"A",1.53,3.6,6.5
"29","SPD",0.278350515463918,0.115384615384615,0.333333333333333,1.88888888888889,0.433333333333333,0.288135593220339,0.470588235294118,0.780141843971631,0.606060606060606,"D",1.83,3.25,4.5
"30","SPD",0.391752577319588,0.192307692307692,0.4,0.666666666666667,0.508333333333333,0.305084745762712,0.647058823529412,0.581560283687943,0.454545454545455,"H",2.3,3.1,3.1
"31","SPD",0.206185567010309,0.269230769230769,0.466666666666667,4.75,0.358333333333333,0.305084745762712,0.411764705882353,0.716312056737589,0.439393939393939,"H",1.3,4.75,10
"32","SPD",0.278350515463918,0.153846153846154,0.333333333333333,8,0.558333333333333,0.423728813559322,0.490196078431373,0.482269503546099,0.348484848484849,"H",1.4,4.33,7.5
"33","SPD",0.175257731958763,0.230769230769231,0.2,1.81818181818182,0.55,0.389830508474576,0.549019607843137,0.595744680851064,0.378787878787879,"D",1.72,3.5,4.75
"34","SPD",0.164948453608247,0.230769230769231,0.466666666666667,0.857142857142857,0.616666666666667,0.423728813559322,0.666666666666667,0.695035460992908,0.46969696969697,"H",2.37,3.2,2.87
"35","SPD",0.443298969072165,0.192307692307692,0.466666666666667,0.833333333333333,0.683333333333333,0.457627118644068,0.725490196078431,0.659574468085106,0.333333333333333,"H",2.25,3.2,3.1
"36","SPD",0.371134020618557,0.0769230769230769,0.466666666666667,12,0.441666666666667,0.169491525423729,0.392156862745098,0.666666666666667,0.46969696969697,"H",1.33,4.5,9.5
"37","SPD",0.381443298969072,0.230769230769231,0.533333333333333,0.846153846153846,0.6,0.457627118644068,0.450980392156863,0.531914893617021,0.303030303030303,"D",2.2,3.1,3.4
"38","SPD",0.288659793814433,0.0769230769230769,0.2,0.8,0.5,0.271186440677966,0.588235294117647,0.709219858156028,0.46969696969697,"H",2.1,3.25,3.4
"39","SPD",0.391752577319588,0.307692307692308,0.6,2.66666666666667,0.358333333333333,0.288135593220339,0.333333333333333,0.595744680851064,0.287878787878788,"H",1.72,3.4,5
"40","SPD",0.329896907216495,0.307692307692308,0.4,2.33333333333333,0.641666666666667,0.525423728813559,0.470588235294118,0.73758865248227,0.424242424242424,"D",1.66,3.4,5.5
"41","SPD",0.494845360824742,0.269230769230769,0.466666666666667,0.176470588235294,0.666666666666667,0.525423728813559,0.450980392156863,0.801418439716312,0.787878787878788,"A",3.8,3.4,1.9
"42","SPD",0.474226804123711,0.230769230769231,0.733333333333333,0.5,0.516666666666667,0.355932203389831,0.627450980392157,0.560283687943262,0.454545454545455,"D",2.4,3.2,2.87
"43","SPD",0.422680412371134,0.115384615384615,0.533333333333333,0.368421052631579,0.425,0.322033898305085,0.372549019607843,0.588652482269504,0.393939393939394,"D",2.6,3.2,2.6
"44","SPD",0.54639175257732,0.269230769230769,0.666666666666667,0.153846153846154,0.6,0.457627118644068,0.666666666666667,0.609929078014184,0.454545454545455,"D",3.2,3.25,2.2
"45","SPD",0.0927835051546392,0.0769230769230769,0.333333333333333,1.41666666666667,0.5,0.254237288135593,0.549019607843137,0.723404255319149,0.454545454545455,"A",2,3.25,3.25
"46","SPD",0.268041237113402,0.115384615384615,0.266666666666667,2.25,0.458333333333333,0.288135593220339,0.392156862745098,0.716312056737589,0.409090909090909,"H",2,3.25,3.75
"47","SPD",0.515463917525773,0.230769230769231,0.533333333333333,0.166666666666667,0.45,0.389830508474576,0.627450980392157,0.638297872340426,0.636363636363636,"H",3.25,3.2,2.2
"48","SPD",0.577319587628866,0.5,0.666666666666667,0.2,0.6,0.576271186440678,0.372549019607843,0.602836879432624,0.53030303030303,"H",3.6,3.3,2
"49","SPD",0.216494845360825,0.269230769230769,0.466666666666667,2,0.466666666666667,0.423728813559322,0.509803921568628,0.595744680851064,0.348484848484849,"H",1.83,3.3,4.33
"50","SPD",0.216494845360825,0.192307692307692,0.533333333333333,1.58333333333333,0.333333333333333,0.186440677966102,0.372549019607843,0.680851063829787,0.742424242424242,"H",1.7,3.5,5
"51","SPD",0.329896907216495,0.192307692307692,0.4,0.9375,0.608333333333333,0.406779661016949,0.450980392156863,0.702127659574468,0.378787878787879,"D",2.3,3.1,3.1
"52","SPD",0.402061855670103,0.153846153846154,0.266666666666667,0.642857142857143,0.583333333333333,0.355932203389831,0.588235294117647,0.680851063829787,0.46969696969697,"H",2.3,3.1,3.1
"53","SPD",0.360824742268041,0.153846153846154,0.333333333333333,4.33333333333333,0.45,0.203389830508475,0.549019607843137,0.723404255319149,0.484848484848485,"H",1.5,3.75,7
"54","SPD",0.278350515463918,0.153846153846154,0.133333333333333,2.125,0.541666666666667,0.355932203389831,0.470588235294118,0.49645390070922,0.454545454545455,"H",2.05,3.25,3.6
"55","SPD",0.443298969072165,0.423076923076923,0.733333333333333,3.5,0.525,0.457627118644068,0.490196078431373,0.617021276595745,0.333333333333333,"D",1.57,3.6,6
"56","SPD",0.0824742268041237,0.153846153846154,0.4,4.5,0.425,0.423728813559322,0.607843137254902,0.624113475177305,0.5,"H",1.72,3.25,4.33
"57","SPD",0.45360824742268,0.153846153846154,0.333333333333333,0.545454545454545,0.65,0.372881355932203,0.784313725490196,0.659574468085106,0.439393939393939,"A",2.3,3.1,3.1
"58","SPD",0.216494845360825,0.269230769230769,0.466666666666667,1.42857142857143,0.35,0.389830508474576,0.490196078431373,0.659574468085106,0.378787878787879,"A",1.95,3.3,3.8
"59","SPD",0.556701030927835,0.384615384615385,0.733333333333333,0.285714285714286,0.666666666666667,0.627118644067797,0.470588235294118,0.730496453900709,0.560606060606061,"H",3.8,3.3,1.95
"60","SPD",0.422680412371134,0.230769230769231,0.4,0.5625,0.425,0.305084745762712,0.352941176470588,0.588652482269504,0.303030303030303,"H",2.1,3.2,3.2
"61","SPD",0.298969072164948,0.115384615384615,0.133333333333333,2.83333333333333,0.475,0.23728813559322,0.490196078431373,0.773049645390071,0.439393939393939,"H",1.57,3.6,6
"62","SPD",0.371134020618557,0.346153846153846,0.666666666666667,13,0.641666666666667,0.440677966101695,0.431372549019608,0.609929078014184,0.424242424242424,"H",1.22,5.5,13
"63","SPD",0.402061855670103,0.115384615384615,0.4,0.611111111111111,0.516666666666667,0.23728813559322,0.431372549019608,0.624113475177305,0.545454545454545,"H",2.15,3.2,3.4
"64","SPD",0.391752577319588,0.269230769230769,0.4,1.2,0.508333333333333,0.406779661016949,0.313725490196078,0.581560283687943,0.409090909090909,"H",2.2,3.2,3.25
"65","SPD",0.515463917525773,0.307692307692308,0.733333333333333,0.263157894736842,0.533333333333333,0.305084745762712,0.529411764705882,0.680851063829787,0.484848484848485,"H",3.8,3.3,1.95
"66","SPD",0.463917525773196,0.269230769230769,0.533333333333333,0.5,0.558333333333333,0.491525423728814,0.411764705882353,0.638297872340426,0.242424242424242,"D",2.25,3.2,3.1
"67","SPD",0.195876288659794,0.576923076923077,0.733333333333333,0.4,0.966666666666667,0.864406779661017,0.529411764705882,0.446808510638298,0.303030303030303,"A",4.5,3.6,1.72
"68","SPD",0.56701030927835,0.153846153846154,0.533333333333333,0.5,0.725,0.423728813559322,0.745098039215686,0.595744680851064,0.348484848484849,"H",2.05,3.2,3.75
"69","SPD",0.54639175257732,0.230769230769231,0.466666666666667,1.33333333333333,0.533333333333333,0.423728813559322,0.607843137254902,0.588652482269504,0.515151515151515,"H",2.05,3.2,3.6
"70","SPD",0.515463917525773,0.192307692307692,0.666666666666667,0.263157894736842,0.525,0.406779661016949,0.549019607843137,0.765957446808511,0.5,"H",2.87,3.2,2.4
"71","SPD",0.34020618556701,0.192307692307692,0.2,1.5,0.558333333333333,0.423728813559322,0.549019607843137,0.801418439716312,0.409090909090909,"D",2.25,3.1,3.2
"72","SPD",0.371134020618557,0.192307692307692,0.4,1.27272727272727,0.458333333333333,0.254237288135593,0.666666666666667,0.609929078014184,0.393939393939394,"H",2,3.2,3.75
"73","SPD",0.43298969072165,0.230769230769231,0.333333333333333,0.5,0.55,0.355932203389831,0.549019607843137,0.723404255319149,0.318181818181818,"D",2.15,3.1,3.5
"74","SPD",0.247422680412371,0.115384615384615,0.466666666666667,1.46153846153846,0.4,0.169491525423729,0.431372549019608,0.617021276595745,0.606060606060606,"H",1.75,3.4,4.75
"75","SPD",0.484536082474227,0.384615384615385,0.733333333333333,0.875,0.566666666666667,0.372881355932203,0.509803921568628,0.652482269503546,0.363636363636364,"H",2.25,3.2,3.1
"76","SPD",0.329896907216495,0.307692307692308,0.466666666666667,8,0.45,0.423728813559322,0.411764705882353,0.829787234042553,0.5,"H",1.53,3.6,6.5
"77","SPD",0.608247422680412,0.384615384615385,0.666666666666667,0.0833333333333333,0.666666666666667,0.491525423728814,0.392156862745098,0.652482269503546,0.53030303030303,"H",4.33,3.4,1.83
"78","SPD",0.164948453608247,0.269230769230769,0.466666666666667,0.461538461538462,0.558333333333333,0.271186440677966,0.274509803921569,0.75177304964539,0.393939393939394,"D",2.4,3.2,2.6
"79","SPD",0.309278350515464,0.192307692307692,0.266666666666667,2.83333333333333,0.616666666666667,0.406779661016949,0.568627450980392,0.687943262411348,0.575757575757576,"H",1.75,3.3,5
"80","SPD",0.350515463917526,0.230769230769231,0.2,3,0.575,0.474576271186441,0.549019607843137,0.858156028368794,0.560606060606061,"D",1.72,3.4,5
"81","SPD",0.505154639175258,0.384615384615385,0.533333333333333,1.75,0.541666666666667,0.491525423728814,0.588235294117647,0.609929078014184,0.212121212121212,"H",1.53,3.8,6
"82","SPD",0.587628865979381,0.346153846153846,0.8,0.1875,0.55,0.508474576271186,0.411764705882353,0.666666666666667,0.560606060606061,"A",4,3.5,1.83
"83","SPD",0.309278350515464,0.115384615384615,0.2,18,0.483333333333333,0.220338983050847,0.549019607843137,0.638297872340426,0.575757575757576,"H",1.16,6.5,15
"84","SPD",0.402061855670103,0.230769230769231,0.666666666666667,0.764705882352941,0.45,0.305084745762712,0.313725490196078,0.631205673758865,0.363636363636364,"A",1.95,3.25,3.8
"85","SPD",0.278350515463918,0.192307692307692,0.666666666666667,2.11111111111111,0.308333333333333,0.288135593220339,0.431372549019608,0.702127659574468,0.272727272727273,"H",2,3.3,3.6
"86","SPD",0.422680412371134,0.230769230769231,0.333333333333333,0.6,0.4,0.322033898305085,0.392156862745098,0.553191489361702,0.484848484848485,"A",2.8,3.1,2.5
"87","SPD",0.54639175257732,0.230769230769231,0.666666666666667,0.357142857142857,0.416666666666667,0.271186440677966,0.490196078431373,0.680851063829787,0.484848484848485,"D",2.8,3.1,2.5
"88","SPD",0.43298969072165,0.153846153846154,0.6,1.375,0.433333333333333,0.220338983050847,0.372549019607843,0.659574468085106,0.606060606060606,"D",1.95,3.25,3.8
"89","SPD",0.103092783505155,0.230769230769231,0.2,5,0.566666666666667,0.372881355932203,0.666666666666667,0.695035460992908,0.5,"H",1.36,4.33,9
"90","SPD",0.43298969072165,0.269230769230769,0.333333333333333,5,0.466666666666667,0.338983050847458,0.352941176470588,0.574468085106383,0.378787878787879,"H",1.44,4,7.5
"91","SPD",0.577319587628866,0.307692307692308,0.6,0.4,0.575,0.372881355932203,0.529411764705882,0.50354609929078,0.454545454545455,"A",3,3.1,2.37
"92","SPD",0.639175257731959,0.153846153846154,0.6,0.0526315789473684,0.683333333333333,0.491525423728814,0.529411764705882,0.609929078014184,0.424242424242424,"A",6,3.8,1.53
"93","SPD",0.474226804123711,0.269230769230769,0.533333333333333,0.6,0.508333333333333,0.355932203389831,0.411764705882353,0.680851063829787,0.348484848484849,"A",2,3.1,4
"94","SPD",0.525773195876289,0.115384615384615,0.533333333333333,0.5,0.608333333333333,0.457627118644068,0.568627450980392,0.787234042553192,0.742424242424242,"H",2.7,3.1,2.6
"95","SPD",0.247422680412371,0.0769230769230769,0.266666666666667,1.11111111111111,0.45,0.186440677966102,0.549019607843137,0.645390070921986,0.560606060606061,"H",1.72,3.4,5
"96","SPD",0.381443298969072,0.115384615384615,0.2,1.07692307692308,0.508333333333333,0.322033898305085,0.764705882352941,0.602836879432624,0.484848484848485,"H",2,3.3,3.6
"97","SPD",0.628865979381443,0.269230769230769,0.533333333333333,0.666666666666667,0.7,0.423728813559322,0.686274509803922,0.482269503546099,0.287878787878788,"H",2,3.3,3.6
"98","SPD",0.329896907216495,0.346153846153846,0.4,2.28571428571429,0.525,0.474576271186441,0.372549019607843,0.801418439716312,0.424242424242424,"D",2.05,3.25,3.5
"99","SPD",0.309278350515464,0.153846153846154,0.2,1.7,0.566666666666667,0.440677966101695,0.607843137254902,0.638297872340426,0.484848484848485,"H",2.1,3.25,3.4
"100","SPD",0.0927835051546392,0.153846153846154,0.266666666666667,1.14285714285714,0.458333333333333,0.254237288135593,0.372549019607843,0.680851063829787,0.409090909090909,"D",2.3,3.25,2.75
"101","SPD",0.494845360824742,0.346153846153846,0.533333333333333,1.6,0.558333333333333,0.288135593220339,0.666666666666667,0.687943262411348,0.5,"D",1.72,3.4,5
"102","SPD",0.463917525773196,0.269230769230769,0.466666666666667,10,0.45,0.338983050847458,0.294117647058824,0.638297872340426,0.454545454545455,"H",1.25,5,13
"103","SPD",0.515463917525773,0.346153846153846,0.533333333333333,2.33333333333333,0.525,0.457627118644068,0.725490196078431,0.553191489361702,0.272727272727273,"H",1.57,3.6,6
"104","SPD",0.443298969072165,0.115384615384615,0.466666666666667,0.8125,0.45,0.220338983050847,0.274509803921569,0.560283687943262,0.53030303030303,"D",1.9,3.25,4
"105","SPD",0.360824742268041,0.115384615384615,0.2,15,0.525,0.338983050847458,0.490196078431373,0.787234042553192,0.53030303030303,"D",1.2,5.75,15
"106","SPD",0.34020618556701,0.153846153846154,0.333333333333333,0.944444444444444,0.508333333333333,0.271186440677966,0.450980392156863,0.716312056737589,0.53030303030303,"A",1.9,3.25,4
"107","SPD",0.525773195876289,0.115384615384615,0.466666666666667,0.75,0.633333333333333,0.474576271186441,0.509803921568628,0.75886524822695,0.575757575757576,"A",2.4,3.2,2.87
"108","SPD",0.278350515463918,0.115384615384615,0.4,0.95,0.333333333333333,0.220338983050847,0.352941176470588,0.702127659574468,0.363636363636364,"A",2.6,3.4,2.5
"109","SPD",0.484536082474227,0.230769230769231,0.6,0.714285714285714,0.4,0.355932203389831,0.450980392156863,0.602836879432624,0.545454545454545,"A",2.3,3.25,3
"110","SPD",0.463917525773196,0.346153846153846,0.8,1.33333333333333,0.516666666666667,0.389830508474576,0.333333333333333,0.617021276595745,0.181818181818182,"A",1.95,3.3,3.8
"111","SPD",0.144329896907216,0.269230769230769,0.666666666666667,1.57142857142857,0.641666666666667,0.508474576271186,0.666666666666667,0.730496453900709,0.757575757575758,"D",2,3.25,3.4
"112","SPD",0.56701030927835,0.192307692307692,0.533333333333333,1.25,0.458333333333333,0.288135593220339,0.392156862745098,0.645390070921986,0.363636363636364,"H",1.72,3.5,4.75
"113","SPD",0.247422680412371,0.0769230769230769,0.2,1.33333333333333,0.4,0.254237288135593,0.490196078431373,0.702127659574468,0.363636363636364,"D",1.44,4.2,7
"114","SPD",0.639175257731959,0.346153846153846,0.8,0.3,0.625,0.355932203389831,0.588235294117647,0.460992907801418,0.363636363636364,"A",3.6,3.3,2
"115","SPD",0.350515463917526,0.192307692307692,0.333333333333333,3.2,0.466666666666667,0.322033898305085,0.431372549019608,0.75177304964539,0.606060606060606,"H",1.8,3.4,4.33
"116","SPD",0.680412371134021,0.192307692307692,0.666666666666667,0.166666666666667,0.708333333333333,0.474576271186441,0.666666666666667,0.539007092198582,0.272727272727273,"A",3.6,3.3,2
"117","SPD",0.505154639175258,0.307692307692308,0.666666666666667,0.75,0.483333333333333,0.406779661016949,0.352941176470588,0.624113475177305,0.363636363636364,"A",2.25,3.2,3.1
"118","SPD",0.65979381443299,0.423076923076923,0.6,0.230769230769231,0.65,0.508474576271186,0.588235294117647,0.546099290780142,0.53030303030303,"A",3.6,3.3,2
"119","SPD",0.381443298969072,0.192307692307692,0.133333333333333,0.875,0.591666666666667,0.372881355932203,0.549019607843137,0.602836879432624,0.454545454545455,"A",2.25,3.1,3.2
"120","SPD",0.680412371134021,0.538461538461538,0.8,0.285714285714286,0.575,0.542372881355932,0.411764705882353,0.645390070921986,0.560606060606061,"A",5,3.6,1.66
"121","SPD",0.309278350515464,0.0769230769230769,0.2,0.947368421052632,0.541666666666667,0.406779661016949,0.627450980392157,0.702127659574468,0.424242424242424,"H",2,3.3,3.6
"122","SPD",0.247422680412371,0.346153846153846,0.8,0.166666666666667,0.5,0.406779661016949,0.294117647058824,0.780141843971631,0.545454545454545,"D",2.25,3,3
"123","SPD",0.505154639175258,0.153846153846154,0.333333333333333,1.25,0.516666666666667,0.271186440677966,0.901960784313726,0.716312056737589,0.575757575757576,"H",1.66,3.6,5
"124","SPD",0.536082474226804,0.384615384615385,0.666666666666667,8,0.475,0.423728813559322,0.411764705882353,0.609929078014184,0.424242424242424,"H",1.22,5.5,13
"125","SPD",0.45360824742268,0.153846153846154,0.333333333333333,6.5,0.45,0.23728813559322,0.254901960784314,0.680851063829787,0.590909090909091,"H",1.22,5.5,13
"126","SPD",0.54639175257732,0.461538461538462,1,2.33333333333333,0.383333333333333,0.474576271186441,0.352941176470588,0.581560283687943,0.303030303030303,"A",1.61,3.6,5.5
"127","SPD",0.494845360824742,0.346153846153846,0.8,0.647058823529412,0.508333333333333,0.406779661016949,0.470588235294118,0.609929078014184,0.272727272727273,"H",1.57,3.8,5.5
"128","SPD",0.381443298969072,0.153846153846154,0.266666666666667,0.789473684210526,0.458333333333333,0.322033898305085,0.509803921568628,0.808510638297872,0.636363636363636,"H",2.3,3.25,3
"129","SPD",0.556701030927835,0.192307692307692,0.266666666666667,0.3,0.733333333333333,0.508474576271186,0.647058823529412,0.666666666666667,0.712121212121212,"A",4.5,3.6,1.72
"130","SPD",0.34020618556701,0.307692307692308,0.6,1.28571428571429,0.466666666666667,0.355932203389831,0.333333333333333,0.687943262411348,0.424242424242424,"H",3.2,3.25,2.2
"131","SPD",0.463917525773196,0.346153846153846,0.266666666666667,1.33333333333333,0.425,0.322033898305085,0.254901960784314,0.588652482269504,0.454545454545455,"A",2,3.3,3.6
"132","SPD",0.371134020618557,0.230769230769231,0.466666666666667,1.6,0.541666666666667,0.322033898305085,0.372549019607843,0.730496453900709,0.606060606060606,"A",2.05,3.3,3.5
"133","SPD",0.22680412371134,0.615384615384615,0.866666666666667,0.666666666666667,0.866666666666667,0.864406779661017,0.588235294117647,0.404255319148936,0.181818181818182,"A",2.37,3.2,2.62
"134","SPD",0.597938144329897,0.307692307692308,0.533333333333333,1.66666666666667,0.525,0.406779661016949,0.392156862745098,0.617021276595745,0.393939393939394,"H",1.57,4,5.25
"135","SPD",0.34020618556701,0.153846153846154,0.2,3,0.575,0.457627118644068,0.745098039215686,0.730496453900709,0.393939393939394,"A",1.66,3.6,5
"136","SPD",0.494845360824742,0.307692307692308,0.4,11,0.358333333333333,0.288135593220339,0.352941176470588,0.595744680851064,0.53030303030303,"D",1.22,5.5,13
"137","SPD",0.443298969072165,0.384615384615385,0.466666666666667,0.823529411764706,0.6,0.406779661016949,0.490196078431373,0.588652482269504,0.393939393939394,"A",1.66,3.6,5
"138","SPD",0.670103092783505,0.346153846153846,0.8,0.266666666666667,0.558333333333333,0.389830508474576,0.764705882352941,0.51063829787234,0.454545454545455,"H",3.2,3.25,2.2
"139","SPD",0.721649484536082,0.461538461538462,0.8,0.25,0.675,0.627118644067797,0.764705882352941,0.588652482269504,0.575757575757576,"D",5.5,3.8,1.57
"140","SPD",0.505154639175258,0.115384615384615,0.133333333333333,0.526315789473684,0.566666666666667,0.271186440677966,0.705882352941177,0.695035460992908,0.46969696969697,"D",1.57,3.8,5.5
"141","SPD",0.381443298969072,0.230769230769231,0.333333333333333,2.28571428571429,0.45,0.322033898305085,0.470588235294118,0.631205673758865,0.515151515151515,"H",1.66,3.6,5
"142","SPD",0.742268041237113,0.653846153846154,1,0.4,0.591666666666667,0.542372881355932,0.450980392156863,0.666666666666667,0.378787878787879,"D",4.75,3.75,1.66
"143","SPD",0.257731958762887,0.0769230769230769,0.0666666666666667,2.5,0.45,0.288135593220339,0.647058823529412,0.723404255319149,0.348484848484849,"A",1.4,4.33,7.5
"144","SPD",0.103092783505155,0.153846153846154,0.266666666666667,2,0.433333333333333,0.23728813559322,0.411764705882353,0.695035460992908,0.409090909090909,"H",2,3,3.5
"145","SPD",0.515463917525773,0.115384615384615,0.0666666666666667,0.692307692307692,0.525,0.389830508474576,0.549019607843137,0.602836879432624,0.318181818181818,"A",2.05,3.3,3.5
"146","SPD",0.43298969072165,0.461538461538462,0.8,0.9375,0.6,0.440677966101695,0.313725490196078,0.773049645390071,0.606060606060606,"H",1.33,5.25,8.5
"147","SPD",0.536082474226804,0.307692307692308,0.4,0.5,0.491666666666667,0.474576271186441,0.431372549019608,0.695035460992908,0.515151515151515,"H",1.4,4.75,6.5
"148","SPD",0.45360824742268,0.230769230769231,0.0666666666666667,1.27272727272727,0.6,0.355932203389831,0.509803921568628,0.631205673758865,0.621212121212121,"A",1.8,3.5,4.2
"149","SPD",0.752577319587629,0.461538461538462,0.733333333333333,0.05,0.725,0.525423728813559,0.725490196078431,0.553191489361702,0.348484848484849,"A",13,7,1.16
"150","SPD",0.587628865979381,0.346153846153846,0.4,0.538461538461538,0.658333333333333,0.423728813559322,0.568627450980392,0.673758865248227,0.636363636363636,"A",3.2,3.5,2.1
"151","SPD",0.505154639175258,0.192307692307692,0.466666666666667,6,0.558333333333333,0.406779661016949,0.568627450980392,0.588652482269504,0.363636363636364,"H",1.12,9,17
"152","SPD",0.608247422680412,0.269230769230769,0.333333333333333,0.75,0.441666666666667,0.372881355932203,0.333333333333333,0.624113475177305,0.53030303030303,"D",3.25,3,2.3
"153","SPD",0.381443298969072,0.115384615384615,0.133333333333333,1.7,0.441666666666667,0.305084745762712,0.627450980392157,0.780141843971631,0.636363636363636,"A",3.4,3.5,2
"154","SPD",0.608247422680412,0.5,1,1.66666666666667,0.383333333333333,0.372881355932203,0.313725490196078,0.567375886524823,0.333333333333333,"A",1.85,3.6,3.8
"155","SPD",0.103092783505155,0.153846153846154,0.133333333333333,4,0.625,0.389830508474576,0.647058823529412,0.687943262411348,0.484848484848485,"D",1.72,3.25,4.33
"156","SPD",0.350515463917526,0.230769230769231,0.466666666666667,4.75,0.541666666666667,0.23728813559322,0.490196078431373,0.631205673758865,0.424242424242424,"D",2.15,3.5,3.1
"157","SPD",0.0824742268041237,0.115384615384615,0.2,0.95,0.425,0.406779661016949,0.647058823529412,0.659574468085106,0.53030303030303,"A",1.83,3.25,3.75
"158","SPD",0.164948453608247,0.192307692307692,0.466666666666667,0.833333333333333,0.65,0.491525423728814,0.784313725490196,0.680851063829787,0.303030303030303,"A",2.8,3.2,2.25
